resolution_id,complaint_id,department,assigned_officer,work_order_date,resolution_type,materials_used,cost_inr,verified_by_supervisor,citizen_rating,remarks
16bf0cd4-2520-445a-8f61-7e7b6b09ae81,3ebe52d3-3a6d-42b3-a3d1-8dcf442dbb63,Hydraulic Dept,Officer H,2025-06-21T17:23:56,Valve Replacement,Clamp,3036,No (Pending Check),5,Work completed successfully.
5d3f841f-f789-4751-b1c2-e45178cac820,8f862be9-d6a9-43cd-a7b6-a6033aa723fb,Traffic Police,Officer U,2025-11-21T01:30:51,Standard Fix,None,0,Yes,5,Work completed successfully.
c94399d4-52db-4cab-9859-51f1a44b9563,d66d6c60-a945-43fa-b586-747c7d2ba873,Engineering Wing,Officer F,2024-01-19T20:43:25,Pothole Filling,Cold Mix,9522,No (Pending Check),5,Work completed successfully.
870b0527-23d4-4e9e-bf6f-5b03c8bb71bd,bdb026cd-6b53-4b8d-9a2b-a91c0ca18a4e,VMC Traffic Cell,Officer Y,2024-12-22T21:11:34,Standard Fix,None,0,Yes,5,Work completed successfully.
1600f2fd-f80a-4d54-92ab-d07b0fb8c9bf,058d8bbe-a1a2-46bf-9e7c-cf500e492909,Contractor-ABC,Officer M,2025-10-08T19:57:30,Bulb Replacement,LED Driver,3992,Yes,4,Work completed successfully.
ff639081-133d-470a-8815-eb4596e88b32,2f50b62d-4574-47ac-b5d4-ad41f8f94dcf,MGVCL (Power),Officer R,2024-01-25T22:55:50,Transformer Maint,Electrical Components,4168,Yes,5,Work completed successfully.
3cad0143-dd77-43de-8355-ef4c791f10b1,24bcf8e0-abda-4c12-873d-e1294da56d29,Engineering Wing,Officer W,2024-01-18T18:06:54,Patch Work,Cold Mix,41718,Yes,5,Work completed successfully.
e78c2194-3a6a-42e8-ba82-b224b83461ec,b2baf6d3-6a37-46d0-a3fc-2ed1216c29eb,Sewerage Board,Officer Y,2025-04-22T17:05:05,Desilting,Jetting Machine,9168,No (Pending Check),4,Work completed successfully.
f5d00a61-4a54-49e5-a9c9-75d22e870f65,fb99e933-a79d-4439-ad41-432337d75fb8,VMC Town Planning,Officer M,2024-03-16T07:53:37,Standard Fix,None,0,Yes,4,Work completed successfully.
a6e48ae1-718a-4be6-bbef-b8d45b99d86d,bb34f202-f2cc-4a9d-bb38-41754e93a78e,Engineering Wing,Officer F,2025-09-05T23:08:43,Pothole Filling,Bitumen Mix,21743,Yes,5,Work completed successfully.
03935106-6dba-4be4-9506-1f280b0a6cfc,0d5d8010-1d60-4597-a232-50636441ffe2,VMC Cattle Nuisance Control,Officer R,2024-06-07T19:41:12,Standard Fix,None,0,Yes,5,Work completed successfully.
3b6d69a5-246f-4623-a14d-04036cfb3fb1,5559503b-8784-4d49-8a00-72b9e17bc6f2,VMC Roads Dept,Officer F,2024-08-22T02:59:38,Resurfacing,Cold Mix,42084,Yes,5,Work completed successfully.
ef7376eb-fd6c-4a95-9336-c58d62df57e0,94621214-e064-4007-9ad0-68d436a4afed,Contractor-XYZ,Officer T,2025-08-20T16:39:03,Site Clearance,Fuel/Labor,225,Yes,5,Work completed successfully.
8fdf014c-05b2-4e4c-b36c-6282a21c7680,27a0f858-b2b8-40c9-b9c2-52af9a534d5d,Estate Dept,Officer K,2025-01-14T01:08:12,Standard Fix,None,0,Yes,5,Work completed successfully.
dbaef55a-c335-4904-bc15-d7ceb6c0d6e4,2db7bde8-cf42-49a4-8c95-d0191d58e7b9,Estate Dept,Officer W,2025-09-20T18:00:07,Standard Fix,None,0,Yes,3,Citizen requested rework.
019ca2d9-987a-4b2d-9764-21ec789ec701,2f5c099a-45e0-4b6b-af2d-ff636bd170ab,Sewerage Board,Officer N,2024-04-26T23:53:09,Desilting,Pipes,7854,Yes,5,Work completed successfully.
f3b8a0e0-f2f9-4fc9-9678-bc5ab4e36ede,37e92728-848c-4085-85d5-96c2e7fc653f,GETCO,Officer K,2025-06-30T20:18:34,Cable Jointing,Electrical Components,8572,Yes,5,Work completed successfully.
c1bd8021-dd25-4cc6-84f6-cb55b92a9b35,1f2e4f95-e99e-430f-930c-8f931ce74863,VMC Electrical Dept,Officer C,2024-12-09T19:38:59,Wiring Repair,LED Driver,3397,Yes,5,Work completed successfully.
32c6ed4e-cda2-40e9-9375-963d88364a4d,206c0b5a-70fe-4d5a-bb12-8a08f407473e,VMC Solid Waste Mgmt,Officer E,2025-12-18T14:08:16,Site Clearance,Fuel/Labor,986,Yes,4,Work completed successfully.
0a7ee3d3-bfad-4574-9c11-406327ef92ac,00b9c8a6-df8b-4d3a-bb91-3f93c6e241d0,VMC Town Planning,Officer F,2025-01-25T07:29:32,Standard Fix,None,0,Yes,2,Citizen requested rework.
55a78249-d3f0-4608-89df-f589becbb75d,db652906-2f79-4287-9a1b-a1785d357084,Engineering Wing,Officer G,2025-08-03T03:23:20,Pothole Filling,Cold Mix,15255,Yes,5,Work completed successfully.
2876b41c-cb05-4512-a6ce-6e4be0df5438,ed27df76-81b6-48b8-85fb-1ba0ce7d49bc,VMC Cattle Nuisance Control,Officer I,2025-12-20T11:08:29,Standard Fix,None,0,Yes,5,Work completed successfully.
767e4892-88da-41b3-b314-38b093016e1f,d8c29e60-bc01-4dfe-83fd-8bf8a2ae16cd,VMC Water Works,Officer E,2024-10-23T13:56:22,Leakage Plug,Chlorine Tablet,1893,Yes,5,Work completed successfully.
2d9107ad-d226-4ad9-812e-0b3a872156e7,ce849fa6-8a83-485c-bc35-a5b8f4291393,VMC Electrical Dept,Officer C,2024-03-26T05:41:25,Wiring Repair,Fuse,2355,No (Pending Check),5,Work completed successfully.
9d8570e9-6b02-49d4-90ca-289bad6c8541,56b0abd8-a591-438c-926e-55eae3fd20e6,MGVCL (Power),Officer H,2025-07-25T11:41:39,Fuse Repair,Electrical Components,7575,No (Pending Check),5,Work completed successfully.
5c8ae116-8908-47cb-a138-5b3d40fcea9d,94d1644b-8045-4bc3-b0f9-b6b9277f9d51,Traffic Police,Officer L,2025-07-29T08:41:18,Standard Fix,None,0,Yes,5,Work completed successfully.
246d8e53-f22d-4f9d-bac6-d6372ec72837,fa2a4739-867a-4d88-b484-e3a11cde5910,Estate Dept,Officer X,2024-06-08T23:33:39,Standard Fix,None,0,Yes,4,Work completed successfully.
91dbf29e-c6f0-455c-b579-6bcf52f44428,2bd28d0a-b6b5-476a-a0a8-404824db4187,VMC Town Planning,Officer P,2024-09-04T22:26:47,Standard Fix,None,0,Yes,5,Work completed successfully.
de1bfd31-9abb-4f9c-9e84-3ee71c2ebe37,3f16fc6b-bc18-44eb-900c-282952324cf0,Contractor-XYZ,Officer J,2025-11-12T06:23:30,Site Clearance,Fuel/Labor,463,Yes,4,Work completed successfully.
0c762ae6-68b4-410b-803c-527f992ecdb3,15efaa36-750a-447d-8735-2cb1f55b8aa9,VMC Drainage Projects,Officer P,2025-09-24T02:54:25,Desilting,Concrete Cover,7774,No (Pending Check),4,Work completed successfully.
1e483b6b-1aaf-41db-a2cc-173b941d0f6c,d4a9a15e-5157-4b8c-8391-97112d9f3566,Animal Shelter NGO,Officer Q,2025-06-25T06:32:34,Standard Fix,None,0,Yes,4,Work completed successfully.
b9d01a69-8726-42c7-ad93-3fe48038b3ff,08bfe459-dd9e-4436-b4fc-19fb17bad264,VMC Cattle Nuisance Control,Officer M,2025-06-13T01:00:55,Standard Fix,None,0,Yes,5,Work completed successfully.
8e91d2d9-aa80-4bc0-aeb3-00bf89f5225b,69af4339-bde1-48b2-a8c2-91ba15bc459f,VMC Solid Waste Mgmt,Officer J,2024-11-06T11:25:47,Site Clearance,Fuel/Labor,526,Yes,4,Work completed successfully.
0268512f-ab37-4381-8044-05bf3ea7c972,8715a416-3791-429a-8cc4-f34f4735a4c7,Estate Dept,Officer B,2025-01-04T03:46:49,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
9e5fce91-9a65-4ae9-8d64-778a7afbbbe0,cfc67e31-e362-4e83-8d36-a6776bcc8451,VMC Electrical Dept,Officer Z,2025-05-01T10:01:50,Wiring Repair,Fuse,2515,Yes,5,Work completed successfully.
71e593dd-e837-4d5c-b1a1-416df9133f48,ba4f4902-90f6-4ed1-b47e-32c5e93e3ae1,VMC Electrical Dept,Officer N,2024-04-18T03:55:38,Bulb Replacement,Fuse,3807,Yes,5,Work completed successfully.
c6c5046b-17dc-429f-bf39-99c3a186fdd0,c191a2c3-cdbf-4314-8e8f-7ea1ab8d24d4,Traffic Police,Officer J,2025-12-03T02:22:21,Standard Fix,None,0,Yes,4,Work completed successfully.
a2e5f8ae-b599-4506-a27d-e5c05e437fc5,2ed68ea5-4ffe-482e-a5ef-b33a2e665b49,VMC Traffic Cell,Officer X,2025-03-26T03:27:26,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
66fe27da-f06a-4b5f-8e35-4e898072daf9,41049e2e-c3f5-4377-a7cf-608b6633cf26,MGVCL (Power),Officer L,2024-11-02T11:38:50,Fuse Repair,Electrical Components,9255,Yes,5,Work completed successfully.
f9cdbc09-a915-4226-8acd-a95232856476,9e2d5589-45ca-4911-948a-44231671898d,Animal Shelter NGO,Officer N,2025-06-05T14:42:40,Standard Fix,None,0,Yes,5,Work completed successfully.
40bc1272-b22f-4186-894e-dc620d50ad96,47cd4a52-b850-414c-b9a8-c5a76090c47f,VMC Solid Waste Mgmt,Officer Q,2025-06-17T22:21:07,Site Clearance,Fuel/Labor,670,Yes,5,Work completed successfully.
69e69e95-20da-456d-9a97-4538b4d0e86d,59d5a647-7c60-4c80-986e-4efb1f645bf1,VMC Town Planning,Officer D,2025-05-25T19:33:54,Standard Fix,None,0,Yes,5,Work completed successfully.
3da90ecf-1f8e-4bdb-a1da-bef9c7273e1e,bf2a613d-1d8f-45de-be20-d3028440915e,MGVCL (Power),Officer O,2025-03-04T04:15:41,Fuse Repair,Electrical Components,6857,Yes,4,Work completed successfully.
2a45aca9-a63f-49d1-be7f-9771d1ac4640,9ff75e1d-9afb-4c5a-a518-6d37db988e29,Estate Dept,Officer B,2024-11-09T17:17:58,Standard Fix,None,0,Yes,5,Work completed successfully.
b3b1af1b-ba9e-4f71-b0b3-5a091f729e5f,0a987dee-85fd-445f-ba6a-04ac3ca118d0,VMC Town Planning,Officer Z,2024-07-21T22:22:32,Standard Fix,None,0,Yes,5,Work completed successfully.
4b47d7f9-bca0-4f60-865b-513b942dd435,cfec31f0-76b4-492e-a98b-1e7d731920d0,MGVCL (Power),Officer A,2024-12-06T07:36:50,Transformer Maint,Electrical Components,9559,Yes,4,Work completed successfully.
7ed4a40e-53e5-44d2-bc72-7b33e3e8ac79,e945e854-c21f-45a7-aab6-826cf340aa26,VMC Solid Waste Mgmt,Officer A,2024-07-10T21:41:08,Site Clearance,Fuel/Labor,427,No (Pending Check),3,Citizen requested rework.
4d85fd03-6c7d-456d-9445-8c8794ca1220,28a68b0b-84fd-4bfb-83a3-e8db2b5a0d14,VMC Solid Waste Mgmt,Officer N,2025-04-17T16:01:37,Site Clearance,Fuel/Labor,923,Yes,4,Work completed successfully.
d56481e3-0b14-4f22-8396-937d09107bba,8806a1c7-557a-435d-a6bd-68eadadc1bea,GETCO,Officer X,2024-12-18T02:31:33,Fuse Repair,Electrical Components,8257,Yes,4,Work completed successfully.
80abd709-bca5-414b-8c40-edbc88bb05da,1dd3b67a-d1a7-4ca0-aa10-3b7f430e230e,VMC Roads Dept,Officer I,2025-09-20T06:05:46,Pothole Filling,Paver Blocks,8992,No (Pending Check),5,Work completed successfully.
79efbc2d-9935-4a77-a213-119325176577,016da210-3739-44ac-83d9-d3afce8214b2,VMC Roads Dept,Officer Y,2025-12-09T17:49:19,Pothole Filling,Cold Mix,5139,No (Pending Check),5,Work completed successfully.
2d464632-5bc3-42f9-8b34-fe758cff171b,35912700-4454-4150-b969-10a1e3ef3c98,MGVCL (Power),Officer N,2025-06-12T07:29:13,Transformer Maint,Electrical Components,9270,Yes,4,Work completed successfully.
8be65c51-6d05-4556-93dd-e121653dbd6d,9671a9d1-1c18-49c3-a7d1-41d3d9720625,VMC Solid Waste Mgmt,Officer R,2024-04-15T00:36:30,Site Clearance,Fuel/Labor,697,No (Pending Check),5,Work completed successfully.
0d9aa0d6-46a9-4ad9-b7e1-342d26c472e3,39acdb8f-71be-4a48-b1be-af33c521fdac,Contractor-XYZ,Officer I,2024-09-06T23:13:34,Site Clearance,Fuel/Labor,776,Yes,5,Work completed successfully.
753130ad-551f-4794-a64a-8994f36c424f,d531c77f-ad5d-4cfb-938a-2894bd9b5d58,Sewerage Board,Officer C,2024-11-07T15:30:44,Line Clearing,Concrete Cover,10953,Yes,4,Work completed successfully.
f1e5b709-4f64-4321-a12e-42961e0effe3,f91f1873-b72b-4c69-b904-1952e017eedd,Estate Dept,Officer R,2025-04-07T13:57:45,Standard Fix,None,0,Yes,4,Work completed successfully.
750e33c6-6184-4275-9c6a-f40a97e596ae,0ad4c82c-6ff4-4d7e-9a51-812436550eba,Contractor-XYZ,Officer P,2024-02-07T07:23:16,Site Clearance,Fuel/Labor,987,Yes,4,Work completed successfully.
376b1fd8-2d1a-43e1-adcf-e6312400ac57,753d9107-7184-4077-bd97-e7fb695df1c0,VMC Water Works,Officer C,2025-06-20T09:06:47,Contamination Check,Valve,4393,No (Pending Check),5,Work completed successfully.
86dee2e6-89cd-4267-a454-c83e562e0d12,1c32916e-8d4a-41fa-8533-a7099c530c4e,VMC Traffic Cell,Officer Y,2025-04-10T15:36:17,Standard Fix,None,0,Yes,4,Work completed successfully.
a4256152-e3bf-4bf4-a9cb-f5625332dd86,ac8f6a9a-7ab9-4e15-9341-f2c88677a910,VMC Cattle Nuisance Control,Officer M,2024-12-16T20:54:38,Standard Fix,None,0,Yes,5,Work completed successfully.
d255add8-b4a1-4dce-accd-35dbc37822d9,4306bc2e-7b15-45a1-abbb-d7915c44024c,VMC Cattle Nuisance Control,Officer S,2025-02-16T23:21:48,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
debc3200-ba1b-4109-8373-9b44ccac9df5,e03b6514-c351-4a9a-9a06-e962f68508c1,MGVCL (Power),Officer L,2025-03-02T23:47:00,Cable Jointing,Electrical Components,4427,Yes,5,Work completed successfully.
eeb57bcb-107e-45ef-bdcb-e142dfd2bb15,1817b588-c43f-4feb-8a6e-f8dbdce99301,VMC Water Works,Officer I,2025-12-13T15:31:00,Valve Replacement,Valve,1635,Yes,5,Work completed successfully.
a053827d-887e-4f2e-b67a-9596c3c00e46,6e497474-fb8b-4246-b1c2-f7f0475ea135,Contractor-ABC,Officer A,2025-05-23T23:51:18,Bulb Replacement,Cable,1356,Yes,4,Work completed successfully.
5e9e8ad4-78dd-4f5c-9e73-fff6cf2c7983,2e7803dc-f24f-4017-8b48-c49ef7cf2cdc,Animal Shelter NGO,Officer M,2025-04-11T17:33:53,Standard Fix,None,0,Yes,5,Work completed successfully.
423a3efc-6f1e-4a18-84e5-678cb0329ee2,a5957163-2db4-4f8f-8347-93aaad80e26e,Estate Dept,Officer Q,2025-12-28T16:36:45,Standard Fix,None,0,Yes,5,Work completed successfully.
34b47a6c-7e6b-40d5-ab37-92a2879d4585,466deef3-3d36-4239-bccc-df9fe989be3e,VMC Town Planning,Officer A,2025-03-15T10:47:35,Standard Fix,None,0,Yes,5,Work completed successfully.
b300a5db-c6ca-4154-86fa-c8a22466464d,a2fabc38-7c10-4084-86a1-330f8e7aff33,Animal Shelter NGO,Officer O,2025-07-08T03:22:24,Standard Fix,None,0,Yes,5,Work completed successfully.
cdc205ea-687a-42ab-ad9a-57133e6f02a3,8e1f4a87-a262-4cc5-b1d0-e10a3e3d7008,Animal Shelter NGO,Officer B,2025-09-18T12:27:34,Standard Fix,None,0,Yes,5,Work completed successfully.
28b455f4-ed2f-4c32-b52a-60b7f4c02bec,ce88ac45-970f-40d8-8bf5-57dcff634ad1,Contractor-ABC,Officer X,2024-02-02T04:25:07,Wiring Repair,Fuse,2186,Yes,4,Work completed successfully.
e5a66d66-c5bb-4c45-bf67-b2676353663e,916a29e9-7cdd-4eed-887d-dda204243172,VMC Cattle Nuisance Control,Officer Y,2025-09-13T23:19:42,Standard Fix,None,0,Yes,4,Work completed successfully.
d2e2e2bd-1317-4cab-b7bd-93102e6564d6,8cc76dd2-7f65-4e2b-b5a8-e79c5ed89cb1,Contractor-XYZ,Officer K,2025-05-25T15:30:25,Site Clearance,Fuel/Labor,606,No (Pending Check),5,Work completed successfully.
e8f32e0f-783d-4f03-85b4-ecdd8fb2f680,47024691-a6ec-49c2-a00c-44adda4f2615,VMC Town Planning,Officer S,2025-06-22T16:50:12,Standard Fix,None,0,Yes,5,Work completed successfully.
fb06d61f-ec17-4d97-998b-cb50bcc92a0a,302b1e46-f242-40e1-af16-11d990db8ff2,VMC Roads Dept,Officer U,2024-05-14T11:17:39,Patch Work,Paver Blocks,46432,Yes,4,Work completed successfully.
c449608f-8c9a-4587-864d-82e86b7e2c26,19164e4b-cca8-4e50-a17b-a9aec92dabc7,VMC Traffic Cell,Officer O,2025-11-07T03:35:24,Standard Fix,None,0,Yes,4,Work completed successfully.
c377360a-4237-46a1-a514-8dcd60381f15,de38e47c-dca5-4ca9-9f35-7b36f164d65a,Sewerage Board,Officer U,2025-01-22T01:08:25,Manhole Cover Replacement,Concrete Cover,3282,Yes,3,Citizen requested rework.
e66ac955-c2f0-4b71-9f98-fcc97a97d76b,c283b6f0-7406-4978-8d19-259cdd450f6b,Animal Shelter NGO,Officer P,2025-02-16T20:20:10,Standard Fix,None,0,Yes,4,Work completed successfully.
3eca78c4-8cba-4d31-9ec0-185edf3efb37,c3a5cc13-2f44-4088-b087-da233f60fedd,VMC Cattle Nuisance Control,Officer O,2025-02-01T05:54:10,Standard Fix,None,0,Yes,4,Work completed successfully.
dead98f2-1c55-4784-b0e2-c58abf2b1ddc,b49b6c89-2301-4786-b6fe-0323a93ae35b,VMC Roads Dept,Officer R,2025-05-22T08:49:07,Pothole Filling,Paver Blocks,17077,Yes,5,Work completed successfully.
01ce1dc5-6ccd-4622-a67e-e019f4247324,9ddd7911-9974-4f15-b51a-45ed15228dc7,VMC Town Planning,Officer B,2025-08-10T19:54:33,Standard Fix,None,0,Yes,5,Work completed successfully.
d48d9223-c89e-4943-b937-af99cafcc161,3548de97-627b-474d-b064-79dbc732546b,VMC Town Planning,Officer H,2024-01-11T18:15:33,Standard Fix,None,0,Yes,5,Work completed successfully.
9c63c442-9890-4a62-87ec-c902219a67c7,8a4d18ff-ecee-4f32-8821-7bad97926fc7,Contractor-ABC,Officer L,2024-02-07T05:59:46,Bulb Replacement,Cable,3973,Yes,5,Work completed successfully.
3279420c-38e0-49b4-97bf-40dfd629eec3,6c4887cd-b31b-4dd3-ac5d-62d135a01526,Contractor-ABC,Officer S,2025-11-17T22:38:17,Pole Fix,LED Driver,2393,No (Pending Check),5,Work completed successfully.
04fe25a7-6433-49b8-89cf-8b0995381f67,dad37c86-a810-4a55-a905-5899f4815c60,MGVCL (Power),Officer M,2024-05-16T06:11:52,Transformer Maint,Electrical Components,8343,No (Pending Check),5,Work completed successfully.
1470cc4d-d695-4c9f-94b9-764c5eb08394,eb704d82-4f73-4a47-b958-904a196dbf2c,VMC Solid Waste Mgmt,Officer D,2025-08-14T08:45:45,Site Clearance,Fuel/Labor,945,No (Pending Check),5,Work completed successfully.
84bce7fc-ecb3-40e7-86f1-eae29682ecb3,4d61645d-0d27-46f7-8443-a33f756c9546,VMC Traffic Cell,Officer Y,2025-03-03T18:04:00,Standard Fix,None,0,Yes,5,Work completed successfully.
4b68e968-e59f-4eab-b910-f090d8a4c7b2,6a5b037f-1700-41c4-ac84-93ff9e3662fa,VMC Roads Dept,Officer H,2025-08-28T02:04:52,Patch Work,Bitumen Mix,32249,Yes,4,Work completed successfully.
7566bb0a-96ed-4722-9ee4-5d46551d2c41,760c02d4-eb2d-4022-8c8c-4dc35eefb85e,VMC Solid Waste Mgmt,Officer D,2024-08-13T02:17:00,Site Clearance,Fuel/Labor,893,Yes,5,Work completed successfully.
ac43f525-a201-4d1b-96cd-d1cd559b9e42,34fb54e3-2ef5-45b3-9737-d4c6bc30e684,Contractor-XYZ,Officer L,2025-08-11T07:20:45,Site Clearance,Fuel/Labor,452,No (Pending Check),4,Work completed successfully.
c5403798-e292-4df9-90e0-2f51be6c9fec,1f8c6d88-f789-49d4-952f-7f9430f17591,VMC Cattle Nuisance Control,Officer A,2024-11-02T21:38:51,Standard Fix,None,0,Yes,4,Work completed successfully.
bbe5142c-5285-4ef8-9fcb-13bbeb993d06,513a7e6b-2e4b-464d-81a1-433c460f4517,VMC Drainage Projects,Officer F,2025-10-01T08:36:03,Manhole Cover Replacement,Concrete Cover,11070,Yes,5,Work completed successfully.
53520210-696b-48bc-9a54-1d1ccb2af3ee,b3cc48c0-38c2-4f08-aa76-601477bf51d4,VMC Cattle Nuisance Control,Officer A,2024-02-29T07:15:03,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
688bbb9c-ca78-4fab-a200-425979e4ad47,b57e8b28-9e26-46ae-b8d2-ef2e82963d33,VMC Roads Dept,Officer A,2024-11-05T12:35:19,Pothole Filling,Bitumen Mix,8284,Yes,5,Work completed successfully.
2a3f7145-b8cb-4885-b982-254ea0f9e17b,4b0dd39e-71fe-4106-b208-dd148cc555e4,VMC Water Works,Officer P,2024-01-26T13:12:15,Leakage Plug,Clamp,3348,No (Pending Check),5,Work completed successfully.
d6982888-7f8b-4582-97ac-26170cd05d31,8af3699f-2dc2-42b4-a0a5-02033de6e4f8,Sewerage Board,Officer I,2025-10-20T09:48:56,Desilting,Jetting Machine,9839,Yes,4,Work completed successfully.
24448d48-28f7-4224-b120-6014bbebe4ce,61dcc7bb-84d2-4398-9214-0646da2bb28f,Animal Shelter NGO,Officer L,2025-09-13T02:23:12,Standard Fix,None,0,Yes,4,Work completed successfully.
e163a696-fcb9-4bcb-a3d3-509834e6ab78,1df46fd8-7dd4-43e9-b019-3e4848825c57,MGVCL (Power),Officer M,2025-08-06T17:52:33,Fuse Repair,Electrical Components,6468,Yes,4,Work completed successfully.
e1e27570-a759-45a1-b64e-fac82bc0bede,691aa4d3-05c1-4b6f-8d12-de0a5851c44f,VMC Town Planning,Officer M,2025-04-08T20:44:53,Standard Fix,None,0,Yes,5,Work completed successfully.
d355b582-151c-495c-9220-239051d7e405,67968163-a6e4-4662-aa28-7360dbdb981a,VMC Traffic Cell,Officer H,2024-01-16T21:18:18,Standard Fix,None,0,Yes,3,Citizen requested rework.
39fc6241-8b94-4e72-81f2-ff434138b8e3,0693037d-e965-42e4-9046-846266492215,VMC Drainage Projects,Officer X,2025-08-31T17:54:57,Line Clearing,Pipes,3531,Yes,5,Work completed successfully.
ea598f46-5997-4833-b285-517f61fda6f9,1c488150-af73-4383-83f3-40066cb5a39a,VMC Cattle Nuisance Control,Officer U,2024-09-14T16:04:42,Standard Fix,None,0,No (Pending Check),4,Work completed successfully.
e59b31b5-d22a-461c-9dab-bf9a847b5f4b,8646d3b3-8375-43cd-b7d5-9b031e1b9522,Estate Dept,Officer S,2025-06-30T20:46:08,Standard Fix,None,0,Yes,5,Work completed successfully.
452b08f9-2ddc-4be9-b29d-4b5e59e2bde6,31bcd8ca-977e-4cd7-adca-62ff827728b3,Engineering Wing,Officer A,2024-03-12T23:10:53,Pothole Filling,Bitumen Mix,37770,Yes,4,Work completed successfully.
72e316d8-94e2-4cc3-9136-a638ec62e635,f97da1a9-634d-42a0-ae12-e5d16aed6694,Sewerage Board,Officer V,2024-03-17T17:31:54,Desilting,Concrete Cover,10249,Yes,5,Work completed successfully.
e8224d35-4456-494a-8c36-7f175689a5b2,fc28a311-76d1-4bb8-bc03-698763e0e5d4,VMC Roads Dept,Officer A,2025-08-17T16:13:37,Resurfacing,Paver Blocks,46301,Yes,3,Citizen requested rework.
e80288d1-b95b-432b-97d8-ecba802416c2,61731c08-dcd9-4a52-9776-1ef298d2e5da,Estate Dept,Officer T,2024-08-18T23:57:19,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
d865b0fd-5816-4cf0-af81-29c9b32d3394,2f442a67-5ffc-4db4-9949-22de9a49184f,VMC Roads Dept,Officer Q,2025-10-25T10:20:39,Resurfacing,Cold Mix,5900,Yes,4,Work completed successfully.
9de02aee-c478-479d-aaf9-878d49282696,77b9c67d-ab4a-4044-973a-e3dce1140ba7,Hydraulic Dept,Officer L,2024-11-26T15:25:40,Leakage Plug,Valve,4522,No (Pending Check),5,Work completed successfully.
c1e9e0a4-0727-4f12-b884-761e3cf304a8,73a3c9ad-c7db-4615-a21b-55f7ab056381,MGVCL (Power),Officer N,2025-03-28T00:28:02,Transformer Maint,Electrical Components,2638,Yes,4,Work completed successfully.
eeec8a26-460b-433b-95f1-e2c9b39bfaaa,29d3f5da-7bed-4360-9275-9262dc49a7e3,Animal Shelter NGO,Officer O,2024-07-31T21:58:43,Standard Fix,None,0,Yes,4,Work completed successfully.
15b0be46-8a4d-48a8-98e8-299bc4e478c5,1a6ef856-e27b-4960-9fae-4e2d2e97c1ed,Traffic Police,Officer B,2024-01-27T10:39:43,Standard Fix,None,0,Yes,5,Work completed successfully.
8334028a-25ef-4706-a5ec-5f9b02db1a46,be4131ae-57b2-4ec2-93c1-05149d5ad32e,GETCO,Officer T,2026-01-26T08:03:40,Cable Jointing,Electrical Components,142,Yes,2,Citizen requested rework.
5f3ea815-9e69-4095-a74a-8fb04fcb77e9,f5632b45-952e-47ec-a30a-cd0f7c32049d,Engineering Wing,Officer I,2026-01-30T08:07:21,Resurfacing,Paver Blocks,30743,Yes,5,Work completed successfully.
331e777b-5b53-4db4-90b0-da556e854972,957a2569-0e9b-4180-b2db-c5467aaf6f8a,Traffic Police,Officer T,2025-11-28T14:02:46,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
1b8f24f0-b35d-413b-84c1-dac0bd41ba7c,2a29510e-74d7-467f-b7be-ab6d06e7627a,VMC Solid Waste Mgmt,Officer C,2024-09-17T22:15:49,Site Clearance,Fuel/Labor,208,No (Pending Check),5,Work completed successfully.
670452fb-e275-4d7d-8109-2b9e89ad259f,b95e18bc-d58e-4488-9abb-24e8b17c4f47,MGVCL (Power),Officer Q,2025-04-22T18:35:47,Cable Jointing,Electrical Components,8611,Yes,5,Work completed successfully.
090fd54b-9f63-4d13-af4d-15b9f1c0cdb2,337569c9-b9db-4f94-b9d0-0f038dbf50f6,VMC Roads Dept,Officer R,2024-04-29T19:13:53,Resurfacing,Cold Mix,22836,Yes,5,Work completed successfully.
bddcb83b-25cf-47ae-8242-9640e8309eb0,17c744d7-6064-47b7-a7ac-0c100e649168,GETCO,Officer Q,2025-03-14T11:02:59,Cable Jointing,Electrical Components,6888,Yes,4,Work completed successfully.
2f9406c1-f2cf-42c7-8786-c67b1e48f182,1abf5a1f-ad1c-4ea7-b2e1-470973600f21,VMC Roads Dept,Officer H,2025-04-12T22:14:32,Patch Work,Paver Blocks,5226,Yes,4,Work completed successfully.
eed1a466-f9ec-460a-af46-4e292bf23041,77f01a9c-a727-493a-bf3f-1aafe1036537,VMC Roads Dept,Officer S,2025-03-30T07:37:03,Patch Work,Paver Blocks,30783,Yes,5,Work completed successfully.
ac47e460-71c0-445f-89a0-393e81d1f25e,f2c65a65-c887-45aa-ba0d-811c7cc8eb97,VMC Water Works,Officer W,2024-04-14T02:52:46,Valve Replacement,Valve,7169,Yes,5,Work completed successfully.
cd958589-f195-43ba-8633-467428f9e356,a252a485-aaf7-4dd9-b54a-34bdd25b8826,GETCO,Officer B,2024-05-17T18:57:19,Cable Jointing,Electrical Components,641,Yes,5,Work completed successfully.
73bbe045-88ab-4a53-b24f-f211d7766b0d,e1640f63-26fb-47f7-957f-a43643849ce2,Animal Shelter NGO,Officer R,2025-02-03T16:56:54,Standard Fix,None,0,No (Pending Check),5,Work completed successfully.
