id,timestamp,category,sub_category,zone,ward,latitude,longitude,description,source,status,severity,closed_timestamp,resolution_days
0f4697b4-fb62-4f52-8af9-dca4cfab5d56,2025-07-24T00:46:05.979938,Road,Resurfacing needed,West,Ward 10,22.32561011599723,73.16942464379058,resurfacing needed since last 3 days in Subhanpura area.,WhatsApp,In Progress,Low,,
eed0ee1a-deb1-4c32-8e26-3cac7918f4ef,2025-05-07T19:41:24.979938,Road,Resurfacing needed,North,Ward 2,22.342290096712375,73.21260546533745,Facing resurfacing needed daily at Harni.,WhatsApp,In Progress,High,,
b359e07e-84f8-4b64-b759-09787b588cdf,2025-09-29T11:32:04.979938,Road,Illegal speed breaker,West,Ward 10,22.32759287166698,73.15342620017671,illegal speed breaker reported multiple times but no action at Subhanpura.,Call Center,In Progress,Critical,,
48328e48-7760-422b-b10b-fffa0675f7ac,2025-07-27T09:02:28.979938,Water,Contaminated water,South,Ward 17,22.284017757210727,73.19569997894783,contaminated water reported multiple times but no action at Manjalpur. Very bad smell.,Call Center,In Progress,Low,,
8aabef4e-da5e-4003-8d45-3e8a805750ba,2025-03-04T08:14:24.979938,Garbage,Burning garbage,West,Ward 6,22.28989528480223,73.16234893458864,burning garbage reported multiple times but no action at Akota.,Nagar Nigam App,In Progress,High,,
8f2095f9-d4c0-4262-9232-786640c4f880,2025-04-13T17:42:51.979938,Encroachment,Hawkers on road,West,Ward 10,22.317313146680146,73.15697791672255,Severe hawkers on road observed near Subhanpura.,Call Center,Open,High,,
f956702a-bf43-41cf-aae6-f609b4c9f58e,2025-09-02T02:19:08.979938,Water,Contaminated water,South,Ward 16,22.25592854771826,73.21172642216732,"Please fix contaminated water near Tarsali, it is causing problems.",Website,In Progress,Medium,,
409cee82-378f-4a99-b167-9a3544fa1bd6,2025-12-19T04:39:22.979938,Stray Animals,Stray dog menace,East,Ward 9,22.32676092029444,73.24481867327603,"stray dog menace at Ajwa Road. Kids are playing nearby, dangerous.",WhatsApp,In Progress,Low,,
03408298-c435-4b40-b04f-5675a204db47,2025-10-24T14:00:05.979938,Road,Potholes,West,Ward 6,22.29393414495141,73.17082031091991,"potholes at Akota. Kids are playing nearby, dangerous.",Website,Resolved,Critical,2025-11-01T00:00:05.979938,7.42
c7aabbd1-fc7b-4c7b-a57c-3053400d6c87,2025-04-29T11:18:31.979938,Streetlight,Blinking light,West,Ward 11,22.27760983355703,73.1375045434757,Severe blinking light observed near Vasna-Bhayli.,WhatsApp,In Progress,High,,
4175432a-f187-418c-8510-42d22a777e03,2025-09-24T16:11:01.979938,Water,Pipeline leakage,North,Ward 13,22.349334733174434,73.18895780851855,"Chhani has pipeline leakage, please check.",Website,Open,High,,
dca14c4c-656d-4f6e-bd7b-f7da6ec1a032,2025-07-11T11:11:19.979938,Drainage,Open manhole,South,Ward 18,22.23681319263921,73.17952167274596,"open manhole at Maneja. Kids are playing nearby, dangerous.",WhatsApp,Open,High,,
4266fc35-35df-40d0-87f4-4247f12dc810,2025-03-28T01:09:43.979938,Streetlight,Light not working,North,Ward 19,22.34297087582207,73.18552791221119,light not working since last 3 days in Sama area.,Twitter,Open,Medium,,
5156054a-2823-42ce-b6b6-5b20407c42de,2025-10-30T16:34:11.979938,Water,Contaminated water,Central,Ward 5,22.301013056683868,73.19259313387086,contaminated water at Raopura.,Twitter,Closed,Medium,2025-10-31T02:34:11.979938,0.42
28ffbe83-6771-418b-86e8-302e5e20cd7b,2025-02-12T06:44:53.979938,Water,Low pressure,North,Ward 7,22.329048426495856,73.1966194190066,low pressure at Fatehgunj. Very bad smell.,Twitter,Resolved,Medium,2025-02-12T16:44:53.979938,0.42
f010bc5f-5e6b-4ff2-b589-ea106f284b25,2025-03-31T17:22:35.979938,Water,No water supply,South,Ward 16,22.244777124310016,73.20892473372643,"Please fix no water supply near Tarsali, it is causing problems.",Nagar Nigam App,In Progress,High,,
6b67355b-5802-4609-858a-382a56b92d8c,2025-12-21T08:39:41.979938,Garbage,Burning garbage,West,Ward 6,22.29642429971585,73.1763972385128,Urgent help needed for burning garbage near Akota.,Nagar Nigam App,In Progress,Low,,
ffa9aa0c-f065-4b6b-8649-32fa1f4c0307,2025-05-19T21:35:22.979938,Encroachment,Illegal construction,North,Ward 7,22.335565790498546,73.18613449325476,"Facing illegal construction daily at Fatehgunj. Kids are playing nearby, dangerous.",Website,In Progress,High,,
e16c14c1-f1fa-4d78-a6a1-45b7b173f121,2025-05-07T13:20:22.979938,Road,Broken divider,West,Ward 14,22.34372613867695,73.15091741982046,broken divider since last 3 days in Gorwa area.,Website,In Progress,Low,,
0991550d-0ed9-43ef-b61f-7ae6bb5a375e,2025-08-17T21:22:44.979938,Traffic,Wrong side driving,South,Ward 16,22.242664664410942,73.21264432674941,"Tarsali has wrong side driving, please check.",Twitter,In Progress,High,,
6f386057-00d3-4993-a700-319797ba8e7d,2025-08-25T19:34:33.979938,Streetlight,Blinking light,South,Ward 18,22.237640326992828,73.18178180522301,blinking light reported multiple times but no action at Maneja.,Twitter,Closed,Critical,2025-08-27T14:34:33.979938,1.79
cb4a31ed-fefa-4dec-aed7-249e3cb2e6d8,2025-05-09T03:20:25.979938,Encroachment,Hawkers on road,East,Ward 3,22.301379423197996,73.39149995531794,hawkers on road reported multiple times but no action at Waghodia Road.,Nagar Nigam App,In Progress,High,,
b65f1008-67bd-405d-a115-2ecd3c8fc6cc,2025-06-23T12:22:18.979938,Garbage,Dead animal on road,South,Ward 18,22.248785193381877,73.17631991370126,dead animal on road since last 3 days in Maneja area.,Website,Resolved,Medium,2025-06-24T17:22:18.979938,1.21
00d094e7-3817-4c18-9e3e-4d9241283e99,2025-09-08T18:29:02.979938,Water,Low pressure,South,Ward 16,22.253261024386624,73.2188106923832,"Please fix low pressure near Tarsali, it is causing problems. Kids are playing nearby, dangerous.",WhatsApp,In Progress,High,,
57b93a62-864c-4b41-8acc-ad8adfb60d0f,2025-03-22T15:54:00.979938,Water,Low pressure,North,Ward 13,22.35550319393238,73.18201412632648,"Please fix low pressure near Chhani, it is causing problems.",Website,Open,High,,
0d38e435-740a-4c63-bcb9-f09b35ac3c96,2025-04-06T10:26:34.979938,Drainage,Bad smell,East,Ward 3,22.301203301643096,73.3977981683946,bad smell since last 3 days in Waghodia Road area.,Nagar Nigam App,In Progress,Medium,,
b5dee531-9c3e-47fd-923c-6909f2de9347,2025-07-15T18:09:33.979938,Streetlight,Blinking light,North,Ward 7,22.322608644183607,73.19116756212755,blinking light at Fatehgunj.,Website,Resolved,Critical,2025-07-16T05:09:33.979938,0.46
0aae4f6e-8d43-4d5d-810e-a02334a318e8,2025-04-11T23:14:24.979938,Encroachment,Hawkers on road,South,Ward 18,22.249549471509187,73.18264499553297,hawkers on road reported multiple times but no action at Maneja.,Nagar Nigam App,Closed,High,2025-04-20T19:14:24.979938,8.83
d48069ec-8349-40c4-ae62-7f00cf60262c,2025-07-20T11:31:55.979938,Drainage,Bad smell,North,Ward 13,22.34761835890964,73.18356109155836,"Please fix bad smell near Chhani, it is causing problems.",Twitter,Resolved,High,2025-07-24T09:31:55.979938,3.92
b3cf5653-e38b-442d-b906-4192b601b5ba,2025-04-13T02:18:45.979938,Stray Animals,Cattle on road,East,Ward 1,22.292150800574092,73.19673348293591,Urgent help needed for cattle on road near Laheripura.,Call Center,Resolved,High,2025-04-25T07:18:45.979938,12.21
d5dcb692-a7fe-491a-874b-e33bc5b2f9f5,2025-06-27T03:18:27.979938,Encroachment,Hawkers on road,North,Ward 2,22.354412285273458,73.21965615109454,hawkers on road reported multiple times but no action at Harni.,Call Center,In Progress,Medium,,
2a064380-101b-417e-9786-0722c712ac1a,2026-01-21T04:14:03.979938,Encroachment,Illegal construction,East,Ward 9,22.32420207115486,73.24133124883036,"Please fix illegal construction near Ajwa Road, it is causing problems.",WhatsApp,Resolved,Critical,2026-01-26T21:14:03.979938,5.71
532aad32-98f5-4c5f-a19b-691277fd3dd1,2025-03-13T12:08:34.979938,Traffic,Traffic jam,West,Ward 14,22.330163859506083,73.15046172536789,Facing traffic jam daily at Gorwa.,Website,Open,Low,,
cf3e83ad-5116-486a-bc69-8745d9e1d663,2025-03-15T08:55:07.979938,Traffic,Wrong side driving,North,Ward 7,22.33041078245881,73.19480249565444,Facing wrong side driving daily at Fatehgunj.,Twitter,Open,High,,
4239047b-5518-425d-aabf-799576be6c8e,2025-02-11T21:25:15.979938,Encroachment,Illegal construction,North,Ward 8,22.320646421668666,73.1989746161562,"Please fix illegal construction near Nagarwada, it is causing problems.",Twitter,Open,Medium,,
7669a6b3-1662-429a-acfb-965a4dffe695,2025-11-02T02:14:02.979938,Encroachment,Illegal construction,North,Ward 8,22.324959594377415,73.20498136435864,Severe illegal construction observed near Nagarwada.,Twitter,Resolved,High,2025-11-14T07:14:02.979938,12.21
10834110-f406-4275-9986-0b55eec3f670,2025-10-06T17:28:33.979938,Garbage,Burning garbage,North,Ward 8,22.3062437011019,73.2021146189182,burning garbage at Nagarwada.,Call Center,Closed,Critical,2025-10-13T14:28:33.979938,6.88
16ad9d74-ef11-411c-aa2b-1ef834554f89,2025-12-20T11:57:19.979938,Water,Low pressure,Central,Ward 5,22.296636630149017,73.18684792168084,low pressure since last 3 days in Raopura area.,Call Center,In Progress,High,,
9d654df6-c28a-41a1-95bf-9084b989c174,2025-02-04T12:24:52.979938,Garbage,Garbage not collected,North,Ward 2,22.342293030011902,73.2200752426735,"Please fix garbage not collected near Harni, it is causing problems.",WhatsApp,Closed,Low,2025-02-08T10:24:52.979938,3.92
c0efe186-55af-4e5f-a31d-9913a6b839de,2025-03-14T20:58:28.979938,Streetlight,Blinking light,North,Ward 13,22.35567083450841,73.17535708562629,blinking light at Chhani.,WhatsApp,Resolved,High,2025-03-16T01:58:28.979938,1.21
61d51a10-48d4-4418-830c-53bff29b0648,2025-04-21T05:51:27.979938,Traffic,Traffic signal not working,South,Ward 4,22.289265678459515,73.2099333654659,Facing traffic signal not working daily at Pratapnagar.,WhatsApp,In Progress,Low,,
e2e3ab7c-1560-417b-8245-d292561aaab0,2025-08-12T05:01:59.979938,Traffic,Traffic jam,North,Ward 8,22.322472995753266,73.1968727383893,Facing traffic jam daily at Nagarwada. Very bad smell.,Twitter,Closed,Critical,2025-08-13T07:01:59.979938,1.08
9a1cbfc8-1d75-458b-9b5e-18b1a0fd162d,2025-05-20T12:33:05.979938,Traffic,Illegal parking,North,Ward 8,22.3119658336836,73.19838582739698,illegal parking at Nagarwada.,Website,Resolved,High,2025-05-22T21:33:05.979938,2.38
e77aa6a1-8e25-4131-b9ab-36ce20d6b99c,2025-05-24T19:01:32.979938,Traffic,Wrong side driving,South,Ward 4,22.289539593886868,73.19621435497618,"Pratapnagar has wrong side driving, please check. Kids are playing nearby, dangerous.",Call Center,Closed,Medium,2025-06-02T20:01:32.979938,9.04
641e230c-eaab-4c2e-89ab-9a221a0e5d46,2025-03-10T20:19:39.979938,Stray Animals,Stray dog menace,West,Ward 15,22.322153068556663,73.1486666475001,stray dog menace since last 3 days in Gotri area.,Nagar Nigam App,Open,Medium,,
d2f55486-276f-440f-b87e-1ce49dfd6e1e,2026-01-27T09:22:42.979938,Stray Animals,Stray dog menace,West,Ward 14,22.332679831886324,73.1523405873322,stray dog menace reported multiple times but no action at Gorwa.,WhatsApp,Closed,Critical,2026-01-29T20:51:44.979945,7.0
b92a16f7-6ae7-4d22-a65c-c6591cc0e710,2025-04-29T14:58:17.979938,Stray Animals,Cattle on road,West,Ward 14,22.336333867315737,73.1547786567195,Urgent help needed for cattle on road near Gorwa.,Twitter,In Progress,High,,
9e775af2-01b5-4aa3-99f0-198878b4ce9e,2025-09-22T09:53:59.979938,Traffic,Illegal parking,West,Ward 14,22.337182469230783,73.16318978926026,illegal parking reported multiple times but no action at Gorwa.,Nagar Nigam App,Closed,Medium,2025-09-25T04:53:59.979938,2.79
023e17a9-7487-4576-ba9a-97e170fbdd71,2025-05-29T16:16:26.979938,Garbage,Dead animal on road,South,Ward 17,22.268707887118683,73.20010103264318,dead animal on road reported multiple times but no action at Manjalpur.,WhatsApp,Resolved,High,2025-06-06T17:16:26.979938,8.04
065cdf36-cd48-4838-950f-2ab88c516529,2025-03-18T04:52:26.979938,Stray Animals,Cattle on road,North,Ward 19,22.3382550228203,73.19517067648194,cattle on road reported multiple times but no action at Sama. Very bad smell.,WhatsApp,Closed,Low,2025-03-18T06:52:26.979938,0.08
c8aaeea2-aa61-453c-b3bc-2cd6bcb90c82,2025-12-28T12:08:56.979938,Stray Animals,Cattle on road,West,Ward 11,22.285447334992014,73.13475181776168,Severe cattle on road observed near Vasna-Bhayli.,WhatsApp,Closed,Low,2026-01-09T11:08:56.979938,11.96
d0368b36-a691-464b-8f63-167273a6fec8,2025-09-20T18:35:23.979938,Encroachment,Illegal construction,South,Ward 16,22.25726018570367,73.20318568859872,"Please fix illegal construction near Tarsali, it is causing problems.",Nagar Nigam App,Open,Low,,
d41813c8-b516-41c5-990b-f01fce38f9ad,2025-05-13T04:15:06.979938,Garbage,Garbage not collected,North,Ward 19,22.326114034391953,73.19072730745926,Severe garbage not collected observed near Sama.,Website,Open,Low,,
153f7702-0d51-45b5-90f6-f8ee79958865,2025-11-06T10:16:26.979938,Drainage,Overflowing manhole,West,Ward 11,22.285595299419683,73.140649191042,"Vasna-Bhayli has overflowing manhole, please check.",Nagar Nigam App,Closed,Critical,2025-11-15T20:16:26.979938,9.42
7b95f808-070a-4e10-8e5c-3edde6b95c52,2025-08-31T14:13:37.979938,Garbage,Overflowing dustbin,West,Ward 6,22.29885024442388,73.16318159812315,Severe overflowing dustbin observed near Akota.,Website,Resolved,High,2025-09-14T01:13:37.979938,13.46
b0312d8b-0e51-4e01-b658-06b571bbb551,2025-02-19T09:44:36.979938,Encroachment,Hawkers on road,South,Ward 16,22.24757662389457,73.21093907120768,"Tarsali has hawkers on road, please check.",Nagar Nigam App,Closed,Low,2025-02-20T10:44:36.979938,1.04
4fa9f3c0-38d3-4d93-9744-a3848293973c,2025-12-17T09:52:03.979938,Encroachment,Hawkers on road,North,Ward 13,22.34739844664668,73.17350966517708,hawkers on road reported multiple times but no action at Chhani.,WhatsApp,Closed,High,2025-12-29T14:52:03.979938,12.21
a2cb07fc-92ba-4433-95b4-f988ea6351b8,2025-06-16T14:56:16.979938,Water,No water supply,North,Ward 7,22.32838643308861,73.1976524340484,"Please fix no water supply near Fatehgunj, it is causing problems.",Nagar Nigam App,Resolved,Low,2025-06-19T10:56:16.979938,2.83
967718e6-d00d-45da-b1cb-5e009c79db01,2025-02-28T17:08:08.979938,Encroachment,Footpath blocked,North,Ward 13,22.356627945082025,73.18939275934446,"Chhani has footpath blocked, please check. Very bad smell.",Call Center,Closed,Critical,2025-03-02T03:08:08.979938,1.42
832fe362-a355-4197-b847-6d91222b9b75,2025-06-21T12:47:59.979938,Garbage,Overflowing dustbin,Central,Ward 5,22.296736327113265,73.18640165587477,Urgent help needed for overflowing dustbin near Raopura.,WhatsApp,Open,Medium,,
bb1263d9-9f41-4b10-9398-7d660ea19215,2026-01-17T17:48:08.979938,Traffic,Wrong side driving,East,Ward 9,22.312790400068028,73.2473024161026,"Urgent help needed for wrong side driving near Ajwa Road. Kids are playing nearby, dangerous.",Website,Open,Low,,
21e6bee5-38b4-4631-b779-549b7c865bba,2026-01-23T08:56:05.979938,Water,No water supply,South,Ward 4,22.28384347129365,73.20446546550903,no water supply reported multiple times but no action at Pratapnagar.,Call Center,Open,High,,
772fca52-6728-4f68-89fb-f4d468d9cbd9,2025-07-29T17:03:27.979938,Encroachment,Footpath blocked,South,Ward 17,22.283525893841365,73.20740450293803,Urgent help needed for footpath blocked near Manjalpur.,WhatsApp,Resolved,Medium,2025-08-02T05:03:27.979938,3.5
8fdf4dc3-387d-4c38-ad2d-1f1a403955e5,2025-12-09T18:53:54.979938,Stray Animals,Stray dog menace,North,Ward 13,22.345771962177793,73.18890061905364,Facing stray dog menace daily at Chhani.,WhatsApp,Resolved,Medium,2025-12-20T09:53:54.979938,10.62
ef584dcd-0df7-4913-8725-2d728b3bf73b,2025-08-29T12:44:01.979938,Streetlight,Blinking light,West,Ward 6,22.30533576857718,73.17237099195142,blinking light reported multiple times but no action at Akota.,Nagar Nigam App,Resolved,Critical,2025-09-11T08:44:01.979938,12.83
7b9f7712-6641-4e5f-b539-4c1e41a57151,2025-09-27T15:57:20.979938,Drainage,Open manhole,South,Ward 17,22.28325448157373,73.19118703242042,Urgent help needed for open manhole near Manjalpur.,WhatsApp,In Progress,Low,,
957a3561-4488-486d-9d0e-b7d6eee282f7,2025-04-29T20:39:34.979938,Garbage,Burning garbage,North,Ward 13,22.345320006448357,73.17640810998273,burning garbage at Chhani.,WhatsApp,Closed,Low,2025-05-02T01:39:34.979938,2.21
34056ce2-8668-4c5f-a961-1e04bb1764bc,2025-02-14T21:55:11.979938,Stray Animals,Stray dog menace,North,Ward 8,22.31460879128928,73.1940165233193,"Nagarwada has stray dog menace, please check. Kids are playing nearby, dangerous.",Twitter,Closed,Medium,2025-02-26T11:55:11.979938,11.58
50f3d08d-b9ab-4a8f-9fff-47635087044b,2025-09-28T11:59:01.979938,Encroachment,Hawkers on road,West,Ward 6,22.29803044569943,73.16197350010484,"Please fix hawkers on road near Akota, it is causing problems. Very bad smell.",WhatsApp,Closed,Low,2025-10-01T05:59:01.979938,2.75
0b0bbe23-7e8b-458d-8f1d-ecb67dedd2e0,2025-12-16T23:33:58.979938,Garbage,Garbage not collected,North,Ward 7,22.320998300412874,73.19525259316349,Urgent help needed for garbage not collected near Fatehgunj. Very bad smell.,WhatsApp,In Progress,Critical,,
75f1b2e5-bbb7-4110-b294-978852880269,2025-11-30T02:23:31.979938,Garbage,Dead animal on road,Central,Ward 5,22.30576370278915,73.20268023724783,"dead animal on road reported multiple times but no action at Raopura. Very bad smell. Kids are playing nearby, dangerous.",Nagar Nigam App,Resolved,High,2025-12-06T17:23:31.979938,6.62
3610ec13-7439-4297-88c5-bbad013b390b,2025-04-17T07:22:46.979938,Stray Animals,Stray dog menace,West,Ward 11,22.284423198125243,73.1429580240633,"Vasna-Bhayli has stray dog menace, please check.",Website,Resolved,Low,2025-04-27T02:22:46.979938,9.79
7532a7ab-4e6a-41da-86c1-236d14d102fb,2025-10-30T15:27:21.979938,Stray Animals,Cattle on road,West,Ward 11,22.28470604059854,73.12892233785348,"Please fix cattle on road near Vasna-Bhayli, it is causing problems.",Call Center,Open,Low,,
24db1751-928b-4606-afb8-4d4a109d65c2,2025-02-21T14:15:10.979938,Drainage,Overflowing manhole,South,Ward 12,22.247232298544787,73.19340641457336,Facing overflowing manhole daily at Makarpura.,Twitter,Closed,Critical,2025-03-05T12:15:10.979938,11.92
02fda1eb-f6ab-4a1e-a8ab-d8cd6520a871,2025-12-06T01:11:15.979938,Streetlight,Light not working,North,Ward 19,22.333730003372573,73.1860003716104,light not working reported multiple times but no action at Sama.,Nagar Nigam App,Resolved,Medium,2025-12-08T21:11:15.979938,2.83
42f2d099-2719-431f-bbec-1cfe3164dda1,2025-06-20T23:05:12.979938,Stray Animals,Cattle on road,North,Ward 2,22.352379430184662,73.2094034975743,Severe cattle on road observed near Harni.,Twitter,Closed,Critical,2025-06-28T18:05:12.979938,7.79
da072412-540c-4533-a192-9458829985d8,2026-01-27T01:47:26.979938,Water,Low pressure,South,Ward 4,22.294007507779686,73.21385702092795,"Pratapnagar has low pressure, please check.",Twitter,Closed,High,2026-01-29T20:51:44.979945,11.62
773d5f2c-13f0-465a-9963-0d8fd786a61b,2025-05-11T09:53:48.979938,Streetlight,Blinking light,North,Ward 7,22.32629689869616,73.19016092278889,"Please fix blinking light near Fatehgunj, it is causing problems.",Website,Closed,Medium,2025-05-11T16:53:48.979938,0.29
9ac1868a-2f4b-455b-a09e-03b487545085,2025-05-28T21:10:05.979938,Streetlight,Dark spot,South,Ward 17,22.281009535926362,73.19631831115576,Severe dark spot observed near Manjalpur. Very bad smell.,Twitter,Closed,Critical,2025-06-02T01:10:05.979938,4.17
c4649d18-a51e-4872-a0b4-120319d68cf9,2025-11-06T08:23:20.979938,Encroachment,Illegal construction,North,Ward 19,22.330603846417326,73.20136258975295,illegal construction since last 3 days in Sama area.,WhatsApp,Open,Medium,,
e079ef34-5974-40d6-828c-ebebae363d47,2025-07-17T06:12:50.979938,Encroachment,Illegal construction,West,Ward 11,22.285031599550294,73.138588493427,"Vasna-Bhayli has illegal construction, please check.",Nagar Nigam App,Closed,High,2025-07-24T16:12:50.979938,7.42
d1613307-442f-4105-adc1-48441e9c8537,2025-09-25T02:02:02.979938,Garbage,Burning garbage,North,Ward 8,22.320668405706453,73.19171730033155,Facing burning garbage daily at Nagarwada.,WhatsApp,In Progress,Low,,
e425e015-ce4a-497e-902e-3deb0adbee8f,2025-03-13T14:31:07.979938,Garbage,Dead animal on road,East,Ward 3,22.304440561415987,73.39917360970203,dead animal on road at Waghodia Road.,WhatsApp,Resolved,Critical,2025-03-22T10:31:07.979938,8.83
e14f65d8-85b1-43bc-820e-3856731e979c,2025-09-28T04:37:20.979938,Water,Low pressure,South,Ward 17,22.27228255910115,73.20131601764474,low pressure since last 3 days in Manjalpur area.,Website,Open,Low,,
cd3d8a78-2887-46e4-9899-278b80da2038,2025-08-18T05:34:55.979938,Traffic,Wrong side driving,North,Ward 19,22.33654863076929,73.18681264055567,Severe wrong side driving observed near Sama.,WhatsApp,Open,Low,,
b2bc9b15-d9bd-4fca-9377-afa481560947,2025-05-18T02:57:34.979938,Water,Contaminated water,East,Ward 1,22.296861505717942,73.20081661477872,Facing contaminated water daily at Laheripura.,Twitter,Resolved,High,2025-05-30T23:57:34.979938,12.88
9b1a4dc1-2058-482c-92a5-f4fbf491d63e,2025-09-14T06:43:26.979938,Road,Broken divider,Central,Ward 5,22.291940786063236,73.19239341160701,Facing broken divider daily at Raopura.,Website,Resolved,Low,2025-09-17T13:43:26.979938,3.29
b61dfa45-e0ee-4d25-ae1d-a59c67b40493,2025-08-17T08:34:09.979938,Water,Contaminated water,North,Ward 19,22.327911333753057,73.19248879486447,contaminated water reported multiple times but no action at Sama.,Website,Open,Medium,,
f93d4289-be02-4b9a-8a37-094cc39f2f38,2025-10-23T22:23:51.979938,Garbage,Overflowing dustbin,North,Ward 7,22.33067399836189,73.18614069003176,"Fatehgunj has overflowing dustbin, please check.",Twitter,In Progress,Critical,,
7f69c791-1b62-4006-8612-7200a0892f15,2025-02-17T10:54:19.979938,Drainage,Overflowing manhole,North,Ward 2,22.342090852146168,73.21082382326023,Urgent help needed for overflowing manhole near Harni.,Website,In Progress,Critical,,
335cf8a1-19c1-4395-a5c8-eb5da09c48bc,2025-02-27T15:32:08.979938,Water,No water supply,North,Ward 13,22.344241665030488,73.1781351950281,no water supply since last 3 days in Chhani area.,Nagar Nigam App,Open,Medium,,
4c43a74a-af47-444d-af08-8a66b394c296,2026-01-02T09:45:04.979938,Stray Animals,Stray dog menace,North,Ward 8,22.306254299878546,73.20585603662494,Severe stray dog menace observed near Nagarwada.,Twitter,Resolved,Medium,2026-01-10T03:45:04.979938,7.75
2d829616-6ecd-472b-ae98-8449edc446c9,2025-05-10T04:18:26.979938,Encroachment,Illegal construction,North,Ward 2,22.35495949023468,73.2116739308567,illegal construction at Harni.,Call Center,Closed,Critical,2025-05-23T05:18:26.979938,13.04
d2cbb741-320b-455d-ad79-5e8cad24d7b1,2026-01-02T00:11:20.979938,Traffic,Traffic signal not working,West,Ward 6,22.2960519879296,73.17039636362219,traffic signal not working at Akota.,Twitter,In Progress,Critical,,
4985de1f-d92a-4275-a2ab-60315432eb28,2025-05-26T06:38:57.979938,Road,Resurfacing needed,North,Ward 13,22.34261487992328,73.18288869477294,Severe resurfacing needed observed near Chhani.,Nagar Nigam App,Resolved,Medium,2025-06-04T09:38:57.979938,9.12
183267a9-8987-4da8-ac45-dd1b13a675a9,2025-11-06T05:47:09.979938,Streetlight,Light not working,South,Ward 12,22.255758798091705,73.18668953102598,light not working at Makarpura.,Website,In Progress,Low,,
4a124a7b-00df-4065-8723-10f7c0a4aa90,2025-05-13T18:10:42.979938,Water,Pipeline leakage,East,Ward 3,22.294687678839733,73.40193522578855,Urgent help needed for pipeline leakage near Waghodia Road.,WhatsApp,Resolved,Low,2025-05-23T04:10:42.979938,9.42
5ce9d283-8d7c-408c-b13c-c19033c763d3,2025-08-11T14:35:57.979938,Garbage,Garbage not collected,West,Ward 10,22.320730965813038,73.15851169199162,garbage not collected since last 3 days in Subhanpura area.,Nagar Nigam App,Open,Medium,,
fbe3207c-d85c-4421-9cfa-fd2cbc38f41e,2025-01-29T21:39:51.979938,Water,No water supply,West,Ward 10,22.31268376784799,73.15524843809355,no water supply since last 3 days in Subhanpura area.,Call Center,Closed,Medium,2025-02-04T17:39:51.979938,5.83
644c6430-9690-4032-8a78-c5cebc55523d,2025-06-25T17:15:51.979938,Traffic,Traffic signal not working,South,Ward 16,22.253156425079133,73.21516184000015,traffic signal not working at Tarsali.,WhatsApp,Closed,Low,2025-07-02T23:15:51.979938,7.25
f6f6fcf4-772d-4065-b349-f11f7f3f9532,2025-04-03T08:42:44.979938,Water,Low pressure,East,Ward 1,22.306061607815916,73.1965165819754,low pressure at Laheripura.,Twitter,Resolved,Medium,2025-04-11T00:42:44.979938,7.67
a7b7f80e-ee11-4f76-91b7-e513f49215f8,2025-06-23T08:33:28.979938,Encroachment,Hawkers on road,West,Ward 10,22.31303397502224,73.15761767823312,hawkers on road since last 3 days in Subhanpura area.,Nagar Nigam App,Open,Low,,
12e71eed-b43f-4f21-a3c9-deac2d956ebd,2025-11-27T02:47:55.979938,Road,Illegal speed breaker,West,Ward 15,22.328044760098397,73.14294701882743,illegal speed breaker since last 3 days in Gotri area.,WhatsApp,Open,High,,
adc5c7ca-d32d-4525-af4e-4146224bfd5a,2025-05-16T13:16:29.979938,Stray Animals,Cattle on road,South,Ward 18,22.23791111144239,73.19248210319061,Facing cattle on road daily at Maneja.,Call Center,Resolved,Medium,2025-05-20T19:16:29.979938,4.25
2dec28e3-94e6-46eb-9ad6-a782775cb2bb,2025-02-26T17:15:24.979938,Stray Animals,Stray dog menace,West,Ward 11,22.294534761378024,73.13595648578999,stray dog menace at Vasna-Bhayli.,Nagar Nigam App,Closed,Critical,2025-03-03T05:15:24.979938,4.5
5405849e-a70c-487e-bfca-6a8bdb83debb,2025-10-02T20:15:26.979938,Streetlight,Light not working,West,Ward 14,22.337539466838564,73.1540882196371,Facing light not working daily at Gorwa.,Website,Open,Critical,,
8850199b-4916-43e6-96a7-8789b7af025a,2025-03-23T07:57:38.979938,Water,Pipeline leakage,North,Ward 7,22.316917017956726,73.19422869639824,"pipeline leakage since last 3 days in Fatehgunj area. Kids are playing nearby, dangerous.",Nagar Nigam App,In Progress,Critical,,
8b29a3d1-988f-4663-8c9a-288ef64bd2ae,2025-10-08T13:33:54.979938,Road,Broken divider,West,Ward 10,22.331661037901153,73.16676674440909,"broken divider at Subhanpura. Kids are playing nearby, dangerous.",WhatsApp,In Progress,Low,,
e1985587-0bc9-48c9-85c8-f30b1026fb33,2025-06-20T09:37:13.979938,Stray Animals,Cattle on road,North,Ward 13,22.352880542147513,73.17052582347029,cattle on road since last 3 days in Chhani area.,WhatsApp,Closed,Low,2025-07-03T09:37:13.979938,13.0
01213bbb-81f8-4b7d-a895-a20d7b012228,2025-09-29T06:04:54.979938,Traffic,Traffic jam,North,Ward 7,22.328036596561116,73.19701301729502,Facing traffic jam daily at Fatehgunj.,Website,In Progress,Medium,,
e42b3550-2a10-470d-9930-faaf4c65b8c2,2025-02-15T02:36:26.979938,Road,Broken divider,South,Ward 17,22.2804467605591,73.20342346791132,"Please fix broken divider near Manjalpur, it is causing problems.",Website,Resolved,Medium,2025-02-18T11:36:26.979938,3.38
