date,zone,zone_name,zone_type,PM2.5,PM10,NO2,SO2,AQI,Category
2021-07-17,South,Makarpura (GIDC),Industrial,24.1,65.0,32.66,4.39,70,Satisfactory
2021-07-17,East,Waghodia/Ajwa Rd,Developing/Commercial,18.57,68.69,28.96,2.54,60,Satisfactory
2021-07-17,West,Alkapuri/Old Padra,Residential,15.13,50.91,23.86,1.22,50,Good
2021-07-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,18.82,73.34,35.71,2.56,67,Satisfactory
2021-07-18,North,Nandesari (Industrial),Industrial,28.14,87.15,27.92,5.0,87,Satisfactory
2021-07-18,South,Makarpura (GIDC),Industrial,24.14,85.15,26.18,3.56,85,Satisfactory
2021-07-18,East,Waghodia/Ajwa Rd,Developing/Commercial,18.89,82.76,20.07,1.79,72,Satisfactory
2021-07-18,West,Alkapuri/Old Padra,Residential,18.29,52.08,19.06,0.83,61,Satisfactory
2021-07-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,20.19,80.06,25.06,1.95,75,Satisfactory
2021-07-19,North,Nandesari (Industrial),Industrial,45.21,72.82,45.59,4.48,102,Moderate
2021-07-19,South,Makarpura (GIDC),Industrial,36.45,74.3,38.82,2.86,95,Satisfactory
2021-07-19,East,Waghodia/Ajwa Rd,Developing/Commercial,30.69,68.63,31.56,1.6,81,Satisfactory
2021-07-19,West,Alkapuri/Old Padra,Residential,26.02,43.4,26.39,0.78,67,Satisfactory
2021-07-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,33.44,60.99,44.92,2.01,89,Satisfactory
2021-07-20,North,Nandesari (Industrial),Industrial,24.58,52.69,41.7,4.62,61,Satisfactory
2021-07-20,South,Makarpura (GIDC),Industrial,25.46,46.37,36.28,3.43,55,Satisfactory
2021-07-20,East,Waghodia/Ajwa Rd,Developing/Commercial,20.77,43.31,34.63,1.96,47,Good
2021-07-20,West,Alkapuri/Old Padra,Residential,16.59,35.03,25.09,0.95,40,Good
2021-07-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,22.39,47.8,43.37,2.23,53,Satisfactory
2021-07-21,North,Nandesari (Industrial),Industrial,41.88,64.58,39.22,3.56,102,Moderate
2021-07-21,South,Makarpura (GIDC),Industrial,37.6,58.53,34.88,2.42,92,Satisfactory
2021-07-21,East,Waghodia/Ajwa Rd,Developing/Commercial,31.39,62.9,28.14,1.31,78,Satisfactory
2021-07-21,West,Alkapuri/Old Padra,Residential,26.26,44.43,23.84,0.68,66,Satisfactory
2021-07-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,34.61,64.58,37.62,1.41,84,Satisfactory
2021-07-22,North,Nandesari (Industrial),Industrial,49.56,69.16,22.48,3.78,113,Moderate
2021-07-22,South,Makarpura (GIDC),Industrial,39.67,73.52,17.57,2.74,104,Moderate
2021-07-22,East,Waghodia/Ajwa Rd,Developing/Commercial,32.69,70.41,17.03,1.56,86,Satisfactory
2021-07-22,West,Alkapuri/Old Padra,Residential,28.76,47.58,12.29,0.7,72,Satisfactory
2021-07-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,38.11,70.46,18.46,1.58,95,Satisfactory
2021-07-23,North,Nandesari (Industrial),Industrial,52.84,101.52,38.91,6.8,137,Moderate
2021-07-23,South,Makarpura (GIDC),Industrial,47.01,107.44,34.66,5.46,128,Moderate
2021-07-23,East,Waghodia/Ajwa Rd,Developing/Commercial,45.58,86.32,31.94,3.1,106,Moderate
2021-07-23,West,Alkapuri/Old Padra,Residential,34.58,67.48,23.75,1.62,90,Satisfactory
2021-07-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,46.09,99.44,35.37,2.97,115,Moderate
2021-07-24,North,Nandesari (Industrial),Industrial,35.83,77.74,22.21,6.83,81,Satisfactory
2021-07-24,South,Makarpura (GIDC),Industrial,30.42,81.5,18.37,5.75,76,Satisfactory
2021-07-24,East,Waghodia/Ajwa Rd,Developing/Commercial,26.23,62.84,16.48,2.94,63,Satisfactory
2021-07-24,West,Alkapuri/Old Padra,Residential,21.64,49.47,15.26,1.61,55,Satisfactory
2021-07-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,28.67,70.67,22.58,3.13,71,Satisfactory
2021-07-25,North,Nandesari (Industrial),Industrial,31.95,64.44,28.64,2.5,70,Satisfactory
2021-07-25,South,Makarpura (GIDC),Industrial,26.34,61.0,26.0,1.73,68,Satisfactory
2021-07-25,East,Waghodia/Ajwa Rd,Developing/Commercial,22.61,54.87,23.48,0.94,55,Satisfactory
2021-07-25,West,Alkapuri/Old Padra,Residential,18.33,44.95,17.74,0.48,49,Good
2021-07-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,23.99,58.04,29.61,1.19,64,Satisfactory
2021-07-26,North,Nandesari (Industrial),Industrial,35.2,80.85,18.11,4.19,84,Satisfactory
2021-07-26,South,Makarpura (GIDC),Industrial,32.4,73.4,14.47,3.22,80,Satisfactory
2021-07-26,East,Waghodia/Ajwa Rd,Developing/Commercial,24.15,71.42,13.78,1.78,63,Satisfactory
2021-07-26,West,Alkapuri/Old Padra,Residential,23.51,48.51,10.85,0.82,57,Satisfactory
2021-07-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,29.7,68.74,15.14,1.86,68,Satisfactory
2021-07-27,North,Nandesari (Industrial),Industrial,21.32,49.59,37.38,6.18,49,Good
2021-07-27,South,Makarpura (GIDC),Industrial,19.18,52.67,37.65,4.76,49,Good
2021-07-27,East,Waghodia/Ajwa Rd,Developing/Commercial,15.89,41.18,29.03,2.79,41,Good
2021-07-27,West,Alkapuri/Old Padra,Residential,13.94,29.71,21.77,1.3,32,Good
2021-07-27,Central,Sayajigunj/Mandvi,Commercial/Traffic,17.73,45.35,41.1,2.83,42,Good
2021-07-28,North,Nandesari (Industrial),Industrial,41.31,87.32,36.0,5.38,108,Moderate
2021-07-28,South,Makarpura (GIDC),Industrial,41.94,80.64,29.19,4.17,97,Satisfactory
2021-07-28,East,Waghodia/Ajwa Rd,Developing/Commercial,31.9,77.5,26.11,2.2,87,Satisfactory
2021-07-28,West,Alkapuri/Old Padra,Residential,27.24,55.31,19.89,1.03,68,Satisfactory
2021-07-28,Central,Sayajigunj/Mandvi,Commercial/Traffic,39.21,84.95,31.08,2.33,89,Satisfactory
2021-07-29,North,Nandesari (Industrial),Industrial,36.14,53.28,20.14,3.4,90,Satisfactory
2021-07-29,South,Makarpura (GIDC),Industrial,32.38,56.6,17.84,2.19,85,Satisfactory
2021-07-29,East,Waghodia/Ajwa Rd,Developing/Commercial,25.87,46.72,14.76,1.18,70,Satisfactory
2021-07-29,West,Alkapuri/Old Padra,Residential,24.49,34.29,10.71,0.7,62,Satisfactory
2021-07-29,Central,Sayajigunj/Mandvi,Commercial/Traffic,32.25,56.02,19.13,1.46,75,Satisfactory
2021-07-30,North,Nandesari (Industrial),Industrial,44.86,84.87,43.11,7.74,107,Moderate
2021-07-30,South,Makarpura (GIDC),Industrial,38.44,85.29,40.76,5.27,96,Satisfactory
2021-07-30,East,Waghodia/Ajwa Rd,Developing/Commercial,32.57,83.37,32.97,3.06,75,Satisfactory
2021-07-30,West,Alkapuri/Old Padra,Residential,26.21,52.24,25.73,1.5,64,Satisfactory
2021-07-30,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.96,87.31,42.37,3.21,89,Satisfactory
2021-07-31,North,Nandesari (Industrial),Industrial,26.63,84.99,28.5,7.97,84,Satisfactory
2021-07-31,South,Makarpura (GIDC),Industrial,23.63,87.87,27.07,5.69,82,Satisfactory
2021-07-31,East,Waghodia/Ajwa Rd,Developing/Commercial,22.57,75.7,20.98,3.48,71,Satisfactory
2021-07-31,West,Alkapuri/Old Padra,Residential,16.8,53.22,18.81,1.65,58,Satisfactory
2021-07-31,Central,Sayajigunj/Mandvi,Commercial/Traffic,25.27,84.06,28.15,4.0,76,Satisfactory
2021-08-01,North,Nandesari (Industrial),Industrial,22.71,84.18,42.21,9.91,87,Satisfactory
2021-08-01,South,Makarpura (GIDC),Industrial,22.81,80.15,36.28,6.28,83,Satisfactory
2021-08-01,East,Waghodia/Ajwa Rd,Developing/Commercial,19.3,81.07,28.68,3.99,66,Satisfactory
2021-08-01,West,Alkapuri/Old Padra,Residential,15.79,55.64,22.14,2.0,59,Satisfactory
2021-08-01,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.93,83.09,35.65,4.23,74,Satisfactory
2021-08-02,North,Nandesari (Industrial),Industrial,22.55,95.2,41.83,5.47,92,Satisfactory
2021-08-02,South,Makarpura (GIDC),Industrial,22.79,86.88,33.88,3.62,80,Satisfactory
2021-08-02,East,Waghodia/Ajwa Rd,Developing/Commercial,18.52,82.51,28.08,1.92,72,Satisfactory
2021-08-02,West,Alkapuri/Old Padra,Residential,16.32,56.3,21.92,1.15,56,Satisfactory
2021-08-02,Central,Sayajigunj/Mandvi,Commercial/Traffic,20.55,75.07,38.89,2.27,76,Satisfactory
2021-08-03,North,Nandesari (Industrial),Industrial,31.01,101.35,36.16,6.12,98,Satisfactory
2021-08-03,South,Makarpura (GIDC),Industrial,29.14,80.64,34.82,4.36,86,Satisfactory
2021-08-03,East,Waghodia/Ajwa Rd,Developing/Commercial,27.57,79.28,27.99,2.06,76,Satisfactory
2021-08-03,West,Alkapuri/Old Padra,Residential,24.04,54.15,23.33,1.11,63,Satisfactory
2021-08-03,Central,Sayajigunj/Mandvi,Commercial/Traffic,25.96,81.67,39.37,2.52,84,Satisfactory
2021-08-04,North,Nandesari (Industrial),Industrial,44.96,101.7,19.05,7.5,108,Moderate
2021-08-04,South,Makarpura (GIDC),Industrial,41.2,94.48,16.51,4.79,98,Satisfactory
2021-08-04,East,Waghodia/Ajwa Rd,Developing/Commercial,32.22,88.3,11.88,2.68,82,Satisfactory
2021-08-04,West,Alkapuri/Old Padra,Residential,29.09,58.63,9.72,1.43,72,Satisfactory
2021-08-04,Central,Sayajigunj/Mandvi,Commercial/Traffic,37.39,94.11,15.2,3.11,86,Satisfactory
2021-08-05,North,Nandesari (Industrial),Industrial,36.41,72.7,33.08,5.21,94,Satisfactory
2021-08-05,South,Makarpura (GIDC),Industrial,31.76,70.01,28.13,3.3,79,Satisfactory
2021-08-05,East,Waghodia/Ajwa Rd,Developing/Commercial,29.33,64.12,24.68,2.09,72,Satisfactory
2021-08-05,West,Alkapuri/Old Padra,Residential,24.33,47.52,18.32,1.04,62,Satisfactory
2021-08-05,Central,Sayajigunj/Mandvi,Commercial/Traffic,28.51,65.94,33.6,2.26,74,Satisfactory
2021-08-06,North,Nandesari (Industrial),Industrial,24.49,94.45,40.99,3.84,98,Satisfactory
2021-08-06,South,Makarpura (GIDC),Industrial,23.51,89.24,33.56,2.89,91,Satisfactory
2021-08-06,East,Waghodia/Ajwa Rd,Developing/Commercial,21.31,82.52,28.94,1.45,78,Satisfactory
2021-08-06,West,Alkapuri/Old Padra,Residential,16.4,56.7,25.58,0.81,67,Satisfactory
2021-08-06,Central,Sayajigunj/Mandvi,Commercial/Traffic,21.99,94.0,36.07,1.64,80,Satisfactory
2021-08-07,North,Nandesari (Industrial),Industrial,31.68,71.99,18.36,7.35,90,Satisfactory
2021-08-07,South,Makarpura (GIDC),Industrial,31.91,73.45,16.6,4.81,79,Satisfactory
2021-08-07,East,Waghodia/Ajwa Rd,Developing/Commercial,29.04,72.39,12.91,2.86,66,Satisfactory
2021-08-07,West,Alkapuri/Old Padra,Residential,23.74,52.21,11.51,1.48,57,Satisfactory
2021-08-07,Central,Sayajigunj/Mandvi,Commercial/Traffic,27.16,70.51,15.26,3.37,70,Satisfactory
2021-08-08,North,Nandesari (Industrial),Industrial,28.87,77.84,31.49,4.79,69,Satisfactory
2021-08-08,South,Makarpura (GIDC),Industrial,25.97,68.68,26.16,3.22,69,Satisfactory
2021-08-08,East,Waghodia/Ajwa Rd,Developing/Commercial,22.94,56.68,21.71,1.66,57,Satisfactory
2021-08-08,West,Alkapuri/Old Padra,Residential,18.17,41.71,20.33,0.95,45,Good
2021-08-08,Central,Sayajigunj/Mandvi,Commercial/Traffic,21.67,71.93,31.29,2.16,60,Satisfactory
2021-08-09,North,Nandesari (Industrial),Industrial,43.66,55.62,44.34,8.65,104,Moderate
2021-08-09,South,Makarpura (GIDC),Industrial,36.2,52.09,41.13,6.97,87,Satisfactory
2021-08-09,East,Waghodia/Ajwa Rd,Developing/Commercial,32.38,44.1,33.22,3.43,76,Satisfactory
2021-08-09,West,Alkapuri/Old Padra,Residential,28.92,34.13,27.06,1.81,66,Satisfactory
2021-08-09,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.77,52.3,40.16,4.19,81,Satisfactory
2021-08-10,North,Nandesari (Industrial),Industrial,30.21,64.35,42.53,6.12,70,Satisfactory
2021-08-10,South,Makarpura (GIDC),Industrial,28.02,61.78,34.58,4.31,67,Satisfactory
2021-08-10,East,Waghodia/Ajwa Rd,Developing/Commercial,21.55,54.54,26.12,2.7,56,Satisfactory
2021-08-10,West,Alkapuri/Old Padra,Residential,18.0,41.62,21.07,1.34,44,Good
2021-08-10,Central,Sayajigunj/Mandvi,Commercial/Traffic,24.2,59.38,34.34,3.13,62,Satisfactory
2021-08-11,North,Nandesari (Industrial),Industrial,32.67,55.15,39.04,4.69,76,Satisfactory
2021-08-11,South,Makarpura (GIDC),Industrial,27.94,55.39,37.23,3.85,67,Satisfactory
2021-08-11,East,Waghodia/Ajwa Rd,Developing/Commercial,25.1,54.24,33.81,1.93,57,Satisfactory
2021-08-11,West,Alkapuri/Old Padra,Residential,21.1,33.54,23.34,0.97,47,Good
2021-08-11,Central,Sayajigunj/Mandvi,Commercial/Traffic,25.36,52.39,43.11,2.3,66,Satisfactory
2021-08-12,North,Nandesari (Industrial),Industrial,38.38,53.09,33.59,6.9,90,Satisfactory
2021-08-12,South,Makarpura (GIDC),Industrial,32.64,50.27,33.22,5.6,86,Satisfactory
2021-08-12,East,Waghodia/Ajwa Rd,Developing/Commercial,31.37,45.14,25.19,3.31,73,Satisfactory
2021-08-12,West,Alkapuri/Old Padra,Residential,25.13,33.97,22.56,1.63,64,Satisfactory
2021-08-12,Central,Sayajigunj/Mandvi,Commercial/Traffic,34.3,48.37,31.9,3.39,78,Satisfactory
2021-08-13,North,Nandesari (Industrial),Industrial,37.96,92.41,44.02,7.26,88,Satisfactory
2021-08-13,South,Makarpura (GIDC),Industrial,37.79,86.78,33.41,5.28,84,Satisfactory
2021-08-13,East,Waghodia/Ajwa Rd,Developing/Commercial,29.18,79.26,28.9,3.05,73,Satisfactory
2021-08-13,West,Alkapuri/Old Padra,Residential,26.13,57.3,26.95,1.64,58,Satisfactory
2021-08-13,Central,Sayajigunj/Mandvi,Commercial/Traffic,34.13,85.26,37.93,3.35,77,Satisfactory
2021-08-14,North,Nandesari (Industrial),Industrial,52.31,107.37,21.46,3.56,135,Moderate
2021-08-14,South,Makarpura (GIDC),Industrial,54.79,109.82,20.87,2.72,125,Moderate
2021-08-14,East,Waghodia/Ajwa Rd,Developing/Commercial,41.55,106.71,16.28,1.51,101,Moderate
2021-08-14,West,Alkapuri/Old Padra,Residential,38.72,71.46,12.63,0.75,89,Satisfactory
2021-08-14,Central,Sayajigunj/Mandvi,Commercial/Traffic,46.31,111.81,20.76,1.45,113,Moderate
2021-08-15,North,Nandesari (Industrial),Industrial,24.75,88.94,37.64,6.14,95,Satisfactory
2021-08-15,South,Makarpura (GIDC),Industrial,25.4,91.34,31.41,4.72,91,Satisfactory
2021-08-15,East,Waghodia/Ajwa Rd,Developing/Commercial,22.38,83.44,28.1,2.56,73,Satisfactory
2021-08-15,West,Alkapuri/Old Padra,Residential,17.37,61.06,20.11,1.36,61,Satisfactory
2021-08-15,Central,Sayajigunj/Mandvi,Commercial/Traffic,23.56,91.45,31.41,2.97,86,Satisfactory
2021-08-16,North,Nandesari (Industrial),Industrial,42.07,69.7,24.48,9.15,102,Moderate
2021-08-16,South,Makarpura (GIDC),Industrial,39.93,65.76,19.28,6.89,93,Satisfactory
2021-08-16,East,Waghodia/Ajwa Rd,Developing/Commercial,30.44,64.05,15.63,3.55,77,Satisfactory
2021-08-16,West,Alkapuri/Old Padra,Residential,27.65,44.8,14.81,1.88,64,Satisfactory
2021-08-16,Central,Sayajigunj/Mandvi,Commercial/Traffic,36.08,61.57,19.92,3.73,86,Satisfactory
2021-08-17,North,Nandesari (Industrial),Industrial,42.57,99.6,34.8,8.44,99,Satisfactory
2021-08-17,South,Makarpura (GIDC),Industrial,39.13,94.49,33.09,5.59,95,Satisfactory
2021-08-17,East,Waghodia/Ajwa Rd,Developing/Commercial,30.03,84.24,23.72,3.32,77,Satisfactory
2021-08-17,West,Alkapuri/Old Padra,Residential,28.22,63.96,22.11,1.71,62,Satisfactory
2021-08-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.84,90.73,30.95,3.42,87,Satisfactory
2021-08-18,North,Nandesari (Industrial),Industrial,32.11,84.06,30.76,3.78,82,Satisfactory
2021-08-18,South,Makarpura (GIDC),Industrial,27.5,78.78,23.71,2.76,72,Satisfactory
2021-08-18,East,Waghodia/Ajwa Rd,Developing/Commercial,24.63,66.22,22.9,1.37,63,Satisfactory
2021-08-18,West,Alkapuri/Old Padra,Residential,20.25,55.83,19.32,0.71,52,Satisfactory
2021-08-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,27.98,78.47,28.73,1.78,72,Satisfactory
2021-08-19,North,Nandesari (Industrial),Industrial,28.25,56.29,46.21,3.84,76,Satisfactory
2021-08-19,South,Makarpura (GIDC),Industrial,27.31,46.16,33.91,3.08,68,Satisfactory
2021-08-19,East,Waghodia/Ajwa Rd,Developing/Commercial,23.13,50.08,31.54,1.61,53,Satisfactory
2021-08-19,West,Alkapuri/Old Padra,Residential,20.23,33.62,23.88,0.81,49,Good
2021-08-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,24.39,45.49,38.07,1.81,63,Satisfactory
2021-08-20,North,Nandesari (Industrial),Industrial,33.24,59.93,22.35,8.41,87,Satisfactory
2021-08-20,South,Makarpura (GIDC),Industrial,29.03,57.28,22.32,6.79,78,Satisfactory
2021-08-20,East,Waghodia/Ajwa Rd,Developing/Commercial,27.19,52.31,17.98,3.65,65,Satisfactory
2021-08-20,West,Alkapuri/Old Padra,Residential,24.54,41.22,14.65,1.8,55,Satisfactory
2021-08-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,27.63,59.3,21.26,4.21,68,Satisfactory
2021-08-21,North,Nandesari (Industrial),Industrial,24.4,58.67,42.78,7.27,62,Satisfactory
2021-08-21,South,Makarpura (GIDC),Industrial,24.41,58.87,34.27,5.29,57,Satisfactory
2021-08-21,East,Waghodia/Ajwa Rd,Developing/Commercial,21.2,52.29,31.33,3.09,48,Good
2021-08-21,West,Alkapuri/Old Padra,Residential,17.19,40.7,27.03,1.5,42,Good
2021-08-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.09,54.4,39.65,3.1,52,Satisfactory
2021-08-22,North,Nandesari (Industrial),Industrial,36.52,69.38,44.54,8.72,89,Satisfactory
2021-08-22,South,Makarpura (GIDC),Industrial,32.25,72.02,39.01,5.86,83,Satisfactory
2021-08-22,East,Waghodia/Ajwa Rd,Developing/Commercial,29.61,68.11,32.89,3.11,70,Satisfactory
2021-08-22,West,Alkapuri/Old Padra,Residential,24.35,48.74,28.42,1.61,59,Satisfactory
2021-08-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,33.21,61.74,37.47,3.37,76,Satisfactory
2021-08-23,North,Nandesari (Industrial),Industrial,24.55,64.08,37.08,4.95,73,Satisfactory
2021-08-23,South,Makarpura (GIDC),Industrial,23.52,65.51,28.4,3.44,64,Satisfactory
2021-08-23,East,Waghodia/Ajwa Rd,Developing/Commercial,19.73,58.16,27.4,2.0,56,Satisfactory
2021-08-23,West,Alkapuri/Old Padra,Residential,17.09,44.06,23.81,0.98,47,Good
2021-08-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,23.19,68.19,36.53,2.1,58,Satisfactory
2021-08-24,North,Nandesari (Industrial),Industrial,35.53,102.33,34.79,9.13,94,Satisfactory
2021-08-24,South,Makarpura (GIDC),Industrial,31.35,96.42,31.83,6.87,90,Satisfactory
2021-08-24,East,Waghodia/Ajwa Rd,Developing/Commercial,24.83,88.2,27.02,3.75,75,Satisfactory
2021-08-24,West,Alkapuri/Old Padra,Residential,23.48,56.92,20.66,1.77,62,Satisfactory
2021-08-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.66,77.61,34.29,4.04,84,Satisfactory
2021-08-25,North,Nandesari (Industrial),Industrial,45.21,80.17,30.54,7.89,112,Moderate
2021-08-25,South,Makarpura (GIDC),Industrial,40.27,69.71,25.63,6.0,95,Satisfactory
2021-08-25,East,Waghodia/Ajwa Rd,Developing/Commercial,33.39,70.82,22.4,2.96,78,Satisfactory
2021-08-25,West,Alkapuri/Old Padra,Residential,30.99,43.41,16.63,1.57,67,Satisfactory
2021-08-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,39.43,61.83,28.26,3.68,94,Satisfactory
2021-08-26,North,Nandesari (Industrial),Industrial,31.25,72.35,17.22,8.78,74,Satisfactory
2021-08-26,South,Makarpura (GIDC),Industrial,24.38,72.65,17.32,6.34,73,Satisfactory
2021-08-26,East,Waghodia/Ajwa Rd,Developing/Commercial,21.34,68.8,14.81,2.94,56,Satisfactory
2021-08-26,West,Alkapuri/Old Padra,Residential,17.61,47.83,11.16,1.56,52,Satisfactory
2021-08-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,25.95,68.85,18.33,3.54,67,Satisfactory
2021-08-27,North,Nandesari (Industrial),Industrial,23.33,89.92,25.95,4.32,94,Satisfactory
2021-08-27,South,Makarpura (GIDC),Industrial,24.41,82.48,26.54,2.88,84,Satisfactory
2021-08-27,East,Waghodia/Ajwa Rd,Developing/Commercial,17.79,87.23,22.51,1.62,75,Satisfactory
2021-08-27,West,Alkapuri/Old Padra,Residential,16.31,56.41,16.98,0.82,64,Satisfactory
2021-08-27,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.91,77.62,25.37,1.82,84,Satisfactory
2021-08-28,North,Nandesari (Industrial),Industrial,29.4,57.07,30.43,5.61,79,Satisfactory
2021-08-28,South,Makarpura (GIDC),Industrial,26.99,64.96,27.74,4.15,73,Satisfactory
2021-08-28,East,Waghodia/Ajwa Rd,Developing/Commercial,25.75,57.2,26.37,2.17,60,Satisfactory
2021-08-28,West,Alkapuri/Old Padra,Residential,19.47,38.64,20.08,1.2,49,Good
2021-08-28,Central,Sayajigunj/Mandvi,Commercial/Traffic,25.98,62.38,33.26,2.52,69,Satisfactory
2021-08-29,North,Nandesari (Industrial),Industrial,37.93,90.25,31.63,3.92,102,Moderate
2021-08-29,South,Makarpura (GIDC),Industrial,36.86,103.72,30.17,3.06,95,Satisfactory
2021-08-29,East,Waghodia/Ajwa Rd,Developing/Commercial,30.87,79.35,24.29,1.55,79,Satisfactory
2021-08-29,West,Alkapuri/Old Padra,Residential,26.01,68.91,20.27,0.83,66,Satisfactory
2021-08-29,Central,Sayajigunj/Mandvi,Commercial/Traffic,33.41,99.51,29.37,1.69,84,Satisfactory
2021-08-30,North,Nandesari (Industrial),Industrial,21.63,48.03,15.27,9.59,52,Satisfactory
2021-08-30,South,Makarpura (GIDC),Industrial,18.8,43.83,14.92,7.38,48,Good
2021-08-30,East,Waghodia/Ajwa Rd,Developing/Commercial,16.35,42.03,12.71,3.65,38,Good
2021-08-30,West,Alkapuri/Old Padra,Residential,11.71,34.12,9.09,2.12,35,Good
2021-08-30,Central,Sayajigunj/Mandvi,Commercial/Traffic,15.69,48.25,14.02,4.78,43,Good
2021-08-31,North,Nandesari (Industrial),Industrial,23.07,80.26,35.54,2.87,76,Satisfactory
2021-08-31,South,Makarpura (GIDC),Industrial,23.68,79.37,31.31,2.05,71,Satisfactory
2021-08-31,East,Waghodia/Ajwa Rd,Developing/Commercial,16.78,68.6,24.82,1.11,59,Satisfactory
2021-08-31,West,Alkapuri/Old Padra,Residential,15.95,49.93,21.37,0.61,53,Satisfactory
2021-08-31,Central,Sayajigunj/Mandvi,Commercial/Traffic,18.67,70.34,32.62,1.12,69,Satisfactory
2021-09-01,North,Nandesari (Industrial),Industrial,32.53,89.6,31.12,2.39,85,Satisfactory
2021-09-01,South,Makarpura (GIDC),Industrial,31.09,86.84,23.29,1.89,79,Satisfactory
2021-09-01,East,Waghodia/Ajwa Rd,Developing/Commercial,27.28,69.68,22.14,1.09,64,Satisfactory
2021-09-01,West,Alkapuri/Old Padra,Residential,21.99,48.38,18.62,0.53,58,Satisfactory
2021-09-01,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.88,80.61,26.08,1.12,76,Satisfactory
2021-09-02,North,Nandesari (Industrial),Industrial,41.65,94.61,26.16,3.51,99,Satisfactory
2021-09-02,South,Makarpura (GIDC),Industrial,32.83,92.03,20.11,2.35,86,Satisfactory
2021-09-02,East,Waghodia/Ajwa Rd,Developing/Commercial,27.5,84.7,19.38,1.16,71,Satisfactory
2021-09-02,West,Alkapuri/Old Padra,Residential,26.73,60.23,13.51,0.7,65,Satisfactory
2021-09-02,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.64,84.23,21.38,1.54,78,Satisfactory
2021-09-03,North,Nandesari (Industrial),Industrial,36.48,79.92,41.38,4.3,97,Satisfactory
2021-09-03,South,Makarpura (GIDC),Industrial,34.21,87.49,35.62,3.44,86,Satisfactory
2021-09-03,East,Waghodia/Ajwa Rd,Developing/Commercial,26.83,73.57,31.88,1.68,70,Satisfactory
2021-09-03,West,Alkapuri/Old Padra,Residential,24.79,57.84,26.84,0.86,59,Satisfactory
2021-09-03,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.55,85.75,43.57,1.88,75,Satisfactory
2021-09-04,North,Nandesari (Industrial),Industrial,20.33,78.15,43.75,8.92,89,Satisfactory
2021-09-04,South,Makarpura (GIDC),Industrial,20.99,81.25,36.1,5.5,79,Satisfactory
2021-09-04,East,Waghodia/Ajwa Rd,Developing/Commercial,16.35,82.16,31.48,3.09,66,Satisfactory
2021-09-04,West,Alkapuri/Old Padra,Residential,13.02,54.09,23.87,1.57,54,Satisfactory
2021-09-04,Central,Sayajigunj/Mandvi,Commercial/Traffic,17.92,85.62,37.43,3.37,74,Satisfactory
2021-09-05,North,Nandesari (Industrial),Industrial,24.54,71.75,28.97,2.63,73,Satisfactory
2021-09-05,South,Makarpura (GIDC),Industrial,22.74,72.16,27.13,2.25,73,Satisfactory
2021-09-05,East,Waghodia/Ajwa Rd,Developing/Commercial,18.33,62.75,24.29,1.18,58,Satisfactory
2021-09-05,West,Alkapuri/Old Padra,Residential,14.12,44.89,18.13,0.63,49,Good
2021-09-05,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.12,74.41,31.46,1.24,65,Satisfactory
2021-09-06,North,Nandesari (Industrial),Industrial,40.76,54.21,32.15,4.98,113,Moderate
2021-09-06,South,Makarpura (GIDC),Industrial,39.3,50.26,29.23,4.02,98,Satisfactory
2021-09-06,East,Waghodia/Ajwa Rd,Developing/Commercial,30.96,53.71,24.12,2.3,81,Satisfactory
2021-09-06,West,Alkapuri/Old Padra,Residential,29.18,34.33,22.0,1.1,70,Satisfactory
2021-09-06,Central,Sayajigunj/Mandvi,Commercial/Traffic,36.06,57.1,30.56,2.33,95,Satisfactory
2021-09-07,North,Nandesari (Industrial),Industrial,39.64,82.41,34.02,5.86,100,Satisfactory
2021-09-07,South,Makarpura (GIDC),Industrial,41.16,77.04,30.36,4.84,97,Satisfactory
2021-09-07,East,Waghodia/Ajwa Rd,Developing/Commercial,30.25,71.15,25.78,2.53,75,Satisfactory
