accident_id,timestamp,location_name,latitude,longitude,primary_vehicle,secondary_vehicle,cause,severity,weather_condition,casualties,police_station_jurisdiction,description
b00db660-ad5d-4e03-9f23-104f47f428e7,2024-05-09T15:59:32.639795,Kapurai Bridge (NH-48),22.25897220143155,73.21797253026918,Bus,Two-Wheeler,Stray Cattle,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Kapurai Bridge (NH-48) involving Bus and Two-Wheeler. Cause: Stray Cattle.
374e3c7d-f3a4-46a7-9ab7-e000caae7f51,2024-07-12T01:18:50.639795,Dena Intersection,22.33552057978421,73.25111456269605,Two-Wheeler,Auto Rickshaw,Stray Cattle,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Two-Wheeler and Auto Rickshaw. Cause: Stray Cattle.
da08ab39-0a09-41d9-b594-fecee44b9a7e,2025-12-30T13:38:36.639795,Chhani Jakat Naka,22.353822978995257,73.18434432410955,Bus,None,Wrong Side Driving,Major Injury,Clear,2,Harni,Major Injury accident at Chhani Jakat Naka involving Bus and None. Cause: Wrong Side Driving.
61eed8ff-f558-4669-9cd2-df45a4fe08e1,2025-07-20T21:04:27.639795,Padamla,22.378771008409906,73.15040546296514,Two-Wheeler,Divider,Overtaking,Major Injury,Rainy,1,Vadodara Rural,Major Injury accident at Padamla involving Two-Wheeler and Divider. Cause: Overtaking.
9f736673-9a6d-4d68-ba61-612bcc133093,2024-03-08T04:41:55.639795,Chhani Jakat Naka,22.356331606841362,73.18620505784807,Bus,Two-Wheeler,Overtaking,Minor Injury,Clear,0,Harni,Minor Injury accident at Chhani Jakat Naka involving Bus and Two-Wheeler. Cause: Overtaking.
a7409146-fd6a-4a72-a89d-c4046fc774d6,2025-04-06T12:46:01.639795,Padamla,22.37985150002862,73.14883531027938,Bus,Truck,Wrong Side Driving,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Padamla involving Bus and Truck. Cause: Wrong Side Driving.
20ee7cb1-9a3f-4181-a5ad-f83faa3fe9d9,2024-07-10T23:32:11.639795,Chhani Jakat Naka,22.353803958123507,73.18393261890728,Pedestrian,Truck,Wrong Side Driving,Minor Injury,Rainy,0,Harni,Minor Injury accident at Chhani Jakat Naka involving Pedestrian and Truck. Cause: Wrong Side Driving.
01c005a9-e2ed-413f-9b3b-a9c9420aadbf,2025-06-09T05:34:21.639795,Padamla,22.379533641576177,73.14905189160385,Pedestrian,Car,Overtaking,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Padamla involving Pedestrian and Car. Cause: Overtaking.
d062fa59-4332-458c-80f2-a8f8093d82ad,2025-08-01T09:53:18.639795,Dena Intersection,22.33453762437701,73.24805493680337,Pedestrian,Car,Wrong Side Driving,Property Damage Only,Rainy,0,Harni,Property Damage Only accident at Dena Intersection involving Pedestrian and Car. Cause: Wrong Side Driving.
59054d1a-5c0f-4dd4-b10c-736f11dc6171,2024-11-01T16:38:22.639795,Golden Chowkdi,22.344605086339037,73.23441714772724,Two-Wheeler,None,Pothole,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Golden Chowkdi involving Two-Wheeler and None. Cause: Pothole.
9eab6c5a-f5f0-4e2e-914b-2d41f9b6e8f8,2025-03-10T00:52:30.639795,Kapurai Bridge (NH-48),22.258046407142523,73.2175065845695,Pedestrian,Bus,Drunk Driving,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Pedestrian and Bus. Cause: Drunk Driving.
e6d6c06a-2aa0-4c0e-bcf4-d65e3a3d6fc7,2025-03-28T06:38:28.639795,Tarsali Bridge,22.24652406169359,73.20512573145936,Car,Tree,Brake Failure,Major Injury,Clear,2,Makarpura,Major Injury accident at Tarsali Bridge involving Car and Tree. Cause: Brake Failure.
2ac8bfa9-ecd8-4468-8682-6c580d3f0f2c,2024-11-19T13:56:11.639795,Padamla,22.38105653989861,73.1511591577295,Car,Truck,Wrong Side Driving,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Padamla involving Car and Truck. Cause: Wrong Side Driving.
21d365ff-05d3-47cf-b017-eb2b262ef32f,2026-01-03T02:14:33.639795,Jambuva Bridge,22.228087648521075,73.19175094693254,Truck,Car,Stray Cattle,Minor Injury,Clear,0,Harni,Minor Injury accident at Jambuva Bridge involving Truck and Car. Cause: Stray Cattle.
f172067f-c973-499e-a150-2d7585a833bf,2025-04-01T09:24:37.639795,Tarsali Bridge,22.246415391105774,73.2030185795075,Pedestrian,Auto Rickshaw,Brake Failure,Minor Injury,Clear,0,Makarpura,Minor Injury accident at Tarsali Bridge involving Pedestrian and Auto Rickshaw. Cause: Brake Failure.
6a660f91-4d44-4486-831f-3102bc316057,2024-09-06T16:38:49.639795,Jambuva Bridge,22.229483961513566,73.1915626961414,Auto Rickshaw,Bus,Pothole,Fatal,Rainy,3,Harni,Fatal accident at Jambuva Bridge involving Auto Rickshaw and Bus. Cause: Pothole.
3c808b65-e7b5-49bc-b036-976b4d036b4d,2025-11-13T01:05:01.639795,Kapurai Bridge (NH-48),22.25623151165066,73.2185413569765,Auto Rickshaw,Bus,Speeding,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and Bus. Cause: Speeding.
fe4d45a5-6efd-471b-9eac-3e1e4cf7688d,2025-03-08T13:57:17.639795,Tarsali Bridge,22.24436347181465,73.20687653115905,Pedestrian,Bus,Brake Failure,Major Injury,Clear,2,Makarpura,Major Injury accident at Tarsali Bridge involving Pedestrian and Bus. Cause: Brake Failure.
80bbab83-29de-408d-8792-94f6ae6cfa33,2024-06-28T06:57:09.639795,Kapurai Bridge (NH-48),22.259697049007748,73.21861242256082,Pedestrian,Divider,Pothole,Major Injury,Rainy,1,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Pedestrian and Divider. Cause: Pothole.
dec0cbff-74e1-4f5c-872e-210516cd0b15,2025-12-18T03:06:22.639795,Padamla,22.38107189843834,73.15095329178317,Auto Rickshaw,Truck,Speeding,Fatal,Clear,3,Vadodara Rural,Fatal accident at Padamla involving Auto Rickshaw and Truck. Cause: Speeding.
8a7d6a7d-14e6-44e2-94a0-10625b9a68c4,2025-01-18T09:12:31.639795,Golden Chowkdi,22.346103788198633,73.23573187345002,Pedestrian,Auto Rickshaw,Pothole,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Pedestrian and Auto Rickshaw. Cause: Pothole.
b03a8d7a-dab7-43d2-98c3-81d06bdb40a5,2024-05-28T12:55:17.639795,Dena Intersection,22.333421509007042,73.25055888858189,Two-Wheeler,Tree,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Two-Wheeler and Tree. Cause: Wrong Side Driving.
11093cdd-d117-481c-a08a-e08985eb3d1e,2024-11-25T13:41:06.639795,Jambuva Bridge,22.228836631446136,73.18891574548022,Pedestrian,Auto Rickshaw,Overtaking,Fatal,Clear,1,Harni,Fatal accident at Jambuva Bridge involving Pedestrian and Auto Rickshaw. Cause: Overtaking.
84abbb9a-71e1-4b88-a084-63723bd841ce,2025-12-25T04:46:57.639795,Tarsali Bridge,22.244301663793845,73.20528763286676,Truck,Truck,Speeding,Fatal,Clear,2,Makarpura,Fatal accident at Tarsali Bridge involving Truck and Truck. Cause: Speeding.
13877e8b-4a37-4001-9521-ebe3abf0c8c9,2025-10-16T20:08:31.639795,Jambuva Bridge,22.22867258322911,73.18926663714097,Car,Car,Stray Cattle,Minor Injury,Clear,0,Harni,Minor Injury accident at Jambuva Bridge involving Car and Car. Cause: Stray Cattle.
56df395a-35c2-4747-bef3-bda0410f1eaa,2025-05-25T17:15:24.639795,Jambuva Bridge,22.227873808076552,73.18969568565336,Auto Rickshaw,Pedestrian,Drunk Driving,Fatal,Clear,1,Harni,Fatal accident at Jambuva Bridge involving Auto Rickshaw and Pedestrian. Cause: Drunk Driving.
f7aa66c9-d9ef-42da-ae36-490c651da06d,2025-01-14T06:15:58.639795,Kapurai Bridge (NH-48),22.257512064252552,73.2167174695273,Bus,Car,Wrong Side Driving,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Kapurai Bridge (NH-48) involving Bus and Car. Cause: Wrong Side Driving.
5081a833-6df9-4e70-8b77-3a270c21bc34,2025-09-26T13:34:32.639795,Dena Intersection,22.335509334431013,73.25024981065967,Pedestrian,Truck,Pothole,Minor Injury,Clear,0,Harni,Minor Injury accident at Dena Intersection involving Pedestrian and Truck. Cause: Pothole.
d0625158-8a61-4911-ae40-3a87dd5d322d,2025-06-28T01:36:06.639795,Dena Intersection,22.336688673144952,73.24842650224099,Auto Rickshaw,Divider,Pothole,Fatal,Clear,1,Harni,Fatal accident at Dena Intersection involving Auto Rickshaw and Divider. Cause: Pothole.
6107b0cb-c392-4a55-976f-cc6233e34ea4,2025-07-14T22:16:16.639795,Jambuva Bridge,22.227521553098047,73.1902979324163,Car,Auto Rickshaw,Brake Failure,Minor Injury,Clear,0,Harni,Minor Injury accident at Jambuva Bridge involving Car and Auto Rickshaw. Cause: Brake Failure.
ae0257db-4e47-479c-a1e6-4bad4eab91ad,2025-12-20T06:42:51.639795,Darjipura,22.328779183072943,73.23906958010956,Bus,Car,Overtaking,Major Injury,Clear,1,Harni,Major Injury accident at Darjipura involving Bus and Car. Cause: Overtaking.
fa7337a4-ce73-499e-b4b8-e3e02f9bed40,2024-06-22T12:41:57.639795,Tarsali Bridge,22.243717482707904,73.20693663579807,Auto Rickshaw,None,Stray Cattle,Property Damage Only,Rainy,0,Makarpura,Property Damage Only accident at Tarsali Bridge involving Auto Rickshaw and None. Cause: Stray Cattle.
98ecfdcc-256e-4e29-b339-f7382e2c90e1,2024-07-24T22:47:19.639795,Chhani Jakat Naka,22.354393209338124,73.1836153561497,Auto Rickshaw,Pedestrian,Brake Failure,Major Injury,Clear,2,Harni,Major Injury accident at Chhani Jakat Naka involving Auto Rickshaw and Pedestrian. Cause: Brake Failure.
ee2cc62c-a3b8-4122-ada9-38c54e708175,2025-11-11T12:56:52.639795,Kapurai Bridge (NH-48),22.256346545769656,73.21792820337343,Two-Wheeler,Bus,Pothole,Fatal,Clear,2,Vadodara Rural,Fatal accident at Kapurai Bridge (NH-48) involving Two-Wheeler and Bus. Cause: Pothole.
f03341a9-849c-47d4-ac0e-45b4508a34d9,2025-07-09T21:59:54.639795,Darjipura,22.32841992864012,73.23825898716414,Car,Divider,Drunk Driving,Major Injury,Clear,2,Harni,Major Injury accident at Darjipura involving Car and Divider. Cause: Drunk Driving.
cfd677d0-ba7e-4079-bc1e-56afabc0a1db,2024-10-20T04:01:59.639795,Jambuva Bridge,22.229203930053615,73.19084496502279,Pedestrian,Divider,Brake Failure,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Jambuva Bridge involving Pedestrian and Divider. Cause: Brake Failure.
77918734-fcd2-48f9-9b90-79c0e11671e5,2025-12-23T22:17:57.639795,Jambuva Bridge,22.228506939919118,73.19165714353075,Bus,Pedestrian,Pothole,Major Injury,Clear,2,Harni,Major Injury accident at Jambuva Bridge involving Bus and Pedestrian. Cause: Pothole.
21e0c821-bfbd-41b4-a675-e5e37547ec34,2025-11-14T13:58:56.639795,Dena Intersection,22.334363337341962,73.24988974572302,Car,Auto Rickshaw,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Car and Auto Rickshaw. Cause: Drunk Driving.
b9d4b77d-e200-4049-9042-53018c6e1451,2024-02-28T07:51:26.639795,Chhani Jakat Naka,22.356393291771724,73.18443223973651,Pedestrian,None,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Pedestrian and None. Cause: Drunk Driving.
df2dfbd6-bad1-4c29-8634-eba055d79496,2024-10-18T17:15:26.639795,Dena Intersection,22.335842016981996,73.25171924443961,Bus,Pedestrian,Speeding,Minor Injury,Clear,0,Harni,Minor Injury accident at Dena Intersection involving Bus and Pedestrian. Cause: Speeding.
e26adbdf-37c1-4d2e-a56a-40693df6d0eb,2025-02-05T10:35:36.639795,Chhani Jakat Naka,22.355047425563885,73.18649108653793,Pedestrian,None,Overtaking,Fatal,Clear,2,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and None. Cause: Overtaking.
954d75dd-e4e2-41bb-be64-808fa40c40ad,2025-12-21T01:25:11.639795,Tarsali Bridge,22.245625606890233,73.20345522221795,Auto Rickshaw,Car,Stray Cattle,Fatal,Clear,3,Makarpura,Fatal accident at Tarsali Bridge involving Auto Rickshaw and Car. Cause: Stray Cattle.
9b86bb44-4a6f-4695-b881-ba4422209c5b,2025-11-06T05:06:19.639795,Chhani Jakat Naka,22.354858060874125,73.1838449665547,Pedestrian,Two-Wheeler,Drunk Driving,Fatal,Clear,2,Harni,Fatal accident at Chhani Jakat Naka involving Pedestrian and Two-Wheeler. Cause: Drunk Driving.
726d06e7-05c2-45e0-86d1-c836bbf97e4c,2025-03-30T04:00:58.639795,Kapurai Bridge (NH-48),22.257188705863424,73.21695404970632,Car,Two-Wheeler,Pothole,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Kapurai Bridge (NH-48) involving Car and Two-Wheeler. Cause: Pothole.
f6108b6b-9a38-4fd2-8977-3e5012510ba7,2025-05-15T20:14:53.639795,Dena Intersection,22.33666558411111,73.25025103052162,Pedestrian,Pedestrian,Speeding,Minor Injury,Clear,0,Harni,Minor Injury accident at Dena Intersection involving Pedestrian and Pedestrian. Cause: Speeding.
d0dfab0e-3f23-45fd-9358-e9a2b0f408f8,2025-01-25T10:04:58.639795,Chhani Jakat Naka,22.355998618469435,73.1865806919037,Car,Tree,Brake Failure,Fatal,Clear,2,Harni,Fatal accident at Chhani Jakat Naka involving Car and Tree. Cause: Brake Failure.
98804e5f-74da-48fe-a3b0-ca2b5154d880,2024-03-11T23:59:26.639795,Darjipura,22.32826170757081,73.24179717728215,Pedestrian,None,Pothole,Major Injury,Clear,2,Harni,Major Injury accident at Darjipura involving Pedestrian and None. Cause: Pothole.
792b08a9-9bd6-4010-9235-d5fe1f94db4b,2025-05-11T15:29:45.639795,Golden Chowkdi,22.34426462376095,73.2359341726256,Pedestrian,Truck,Wrong Side Driving,Minor Injury,Clear,0,Harni,Minor Injury accident at Golden Chowkdi involving Pedestrian and Truck. Cause: Wrong Side Driving.
6257b966-7715-4a2b-8caa-aaa83fdb6de5,2025-10-20T10:39:28.639795,Golden Chowkdi,22.346957185159354,73.23519239668259,Car,None,Drunk Driving,Major Injury,Clear,1,Harni,Major Injury accident at Golden Chowkdi involving Car and None. Cause: Drunk Driving.
549adfc0-eaeb-4bb2-88e1-48bf7504d02d,2024-05-23T19:56:21.639795,Jambuva Bridge,22.229266951189587,73.18928743782214,Car,Auto Rickshaw,Speeding,Fatal,Clear,2,Harni,Fatal accident at Jambuva Bridge involving Car and Auto Rickshaw. Cause: Speeding.
56734fe3-26a6-4a3b-8f4e-5d5721bccf77,2025-08-15T15:43:16.639795,Golden Chowkdi,22.34422071252159,73.23504971315563,Pedestrian,Two-Wheeler,Wrong Side Driving,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Pedestrian and Two-Wheeler. Cause: Wrong Side Driving.
3f27a759-696a-4276-adab-d4c457bfec06,2025-11-07T02:58:59.639795,Tarsali Bridge,22.244305751478837,73.20676943048201,Pedestrian,Car,Pothole,Fatal,Clear,2,Makarpura,Fatal accident at Tarsali Bridge involving Pedestrian and Car. Cause: Pothole.
e95c482a-4d62-495e-b080-7ba4cc29fc0a,2025-09-14T16:30:29.639795,Padamla,22.37994929631803,73.14807742775665,Car,Tree,Wrong Side Driving,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Padamla involving Car and Tree. Cause: Wrong Side Driving.
bdc9d7f1-7161-4100-bead-2e2638bbf744,2025-01-15T23:25:55.639795,Golden Chowkdi,22.345930030150413,73.23387624067502,Auto Rickshaw,None,Wrong Side Driving,Fatal,Clear,1,Harni,Fatal accident at Golden Chowkdi involving Auto Rickshaw and None. Cause: Wrong Side Driving.
00f948df-56dc-4a94-9b3a-97ce0bb6c6c6,2024-06-29T13:59:33.639795,Padamla,22.37970085736384,73.15180065399807,Auto Rickshaw,Auto Rickshaw,Stray Cattle,Major Injury,Clear,1,Vadodara Rural,Major Injury accident at Padamla involving Auto Rickshaw and Auto Rickshaw. Cause: Stray Cattle.
06f4c84d-8a8d-4c62-8a8a-91365738998d,2025-08-09T07:57:07.639795,Chhani Jakat Naka,22.353532789433203,73.18589841877687,Bus,Divider,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Bus and Divider. Cause: Drunk Driving.
f073fd85-3286-44d4-a7cb-4bdebbdcb773,2024-07-09T20:01:45.639795,Darjipura,22.330514669898626,73.23876351655501,Truck,None,Speeding,Minor Injury,Clear,0,Harni,Minor Injury accident at Darjipura involving Truck and None. Cause: Speeding.
b1544028-9764-4305-a46f-56a527dfbef0,2024-06-04T17:51:48.639795,Dena Intersection,22.333084552740917,73.24847977080296,Car,Truck,Overtaking,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Car and Truck. Cause: Overtaking.
2fa9029e-fb9c-4fd9-a138-58a6cd45e5d7,2024-08-23T15:51:59.639795,Padamla,22.38033897071406,73.14991352811955,Truck,Pedestrian,Speeding,Fatal,Clear,1,Vadodara Rural,Fatal accident at Padamla involving Truck and Pedestrian. Cause: Speeding.
de851595-853d-41ce-9c7d-2d01e7054fba,2024-08-02T18:51:50.639795,Padamla,22.378636919590715,73.15040667652148,Bus,Auto Rickshaw,Pothole,Property Damage Only,Rainy,0,Vadodara Rural,Property Damage Only accident at Padamla involving Bus and Auto Rickshaw. Cause: Pothole.
bf2f5d7d-6339-46cd-bf5d-b00f4e17a160,2024-09-16T02:25:22.639795,Padamla,22.3814245127321,73.14852649004207,Truck,Auto Rickshaw,Drunk Driving,Property Damage Only,Rainy,0,Vadodara Rural,Property Damage Only accident at Padamla involving Truck and Auto Rickshaw. Cause: Drunk Driving.
1aaea0e1-50d3-4f85-986f-338debc4aca0,2025-04-10T11:26:39.639795,Chhani Jakat Naka,22.354846795093184,73.18698421826807,Two-Wheeler,Divider,Wrong Side Driving,Fatal,Clear,3,Harni,Fatal accident at Chhani Jakat Naka involving Two-Wheeler and Divider. Cause: Wrong Side Driving.
4f584a55-5930-42b2-b953-8875ffd96184,2025-04-17T08:58:59.639795,Golden Chowkdi,22.344349023966995,73.23687353199793,Auto Rickshaw,Bus,Pothole,Minor Injury,Clear,0,Harni,Minor Injury accident at Golden Chowkdi involving Auto Rickshaw and Bus. Cause: Pothole.
48e1a52d-8776-450c-b007-2e59accb538c,2024-03-20T07:34:24.639795,Darjipura,22.330027235370245,73.23819137095923,Car,Tree,Wrong Side Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Car and Tree. Cause: Wrong Side Driving.
201d28cd-31f8-40e3-b609-b30bbe17641b,2024-09-09T19:41:54.639795,Jambuva Bridge,22.22966777864943,73.18895193114281,Car,Bus,Drunk Driving,Fatal,Rainy,1,Harni,Fatal accident at Jambuva Bridge involving Car and Bus. Cause: Drunk Driving.
07f4d697-ba06-41b8-b906-a861a3f0d5a1,2025-12-04T08:21:08.639795,Jambuva Bridge,22.226009757012044,73.1919882663444,Pedestrian,Truck,Brake Failure,Fatal,Clear,3,Harni,Fatal accident at Jambuva Bridge involving Pedestrian and Truck. Cause: Brake Failure.
16f5a7fa-bf74-4a9d-b290-624350d2782e,2024-11-10T10:02:34.639795,Kapurai Bridge (NH-48),22.25738364401759,73.2168914335695,Pedestrian,Two-Wheeler,Overtaking,Property Damage Only,Clear,0,Vadodara Rural,Property Damage Only accident at Kapurai Bridge (NH-48) involving Pedestrian and Two-Wheeler. Cause: Overtaking.
9ac45846-9320-4cf6-baef-8fa1cd4995f6,2026-01-05T04:09:23.639795,Padamla,22.378384555536105,73.15197700120525,Auto Rickshaw,Divider,Brake Failure,Fatal,Clear,2,Vadodara Rural,Fatal accident at Padamla involving Auto Rickshaw and Divider. Cause: Brake Failure.
f2c2c411-4eee-40ae-b629-5c2a1d505fcb,2024-07-02T20:34:16.639795,Golden Chowkdi,22.346112418876025,73.23541391670103,Truck,Divider,Wrong Side Driving,Fatal,Clear,2,Harni,Fatal accident at Golden Chowkdi involving Truck and Divider. Cause: Wrong Side Driving.
41c16e81-a2eb-4b2e-9d2b-bd6dbb4e668f,2025-04-20T03:26:30.639795,Chhani Jakat Naka,22.3565242477172,73.1842313077903,Auto Rickshaw,Tree,Pothole,Major Injury,Clear,1,Harni,Major Injury accident at Chhani Jakat Naka involving Auto Rickshaw and Tree. Cause: Pothole.
2e8533ac-67fb-4b88-8867-42fc9226ed8a,2024-10-26T16:18:02.639795,Darjipura,22.328789661147702,73.24019588346559,Truck,Truck,Pothole,Minor Injury,Clear,0,Harni,Minor Injury accident at Darjipura involving Truck and Truck. Cause: Pothole.
4728f4b5-8b86-4239-9cef-a8edd906bc89,2025-01-30T15:07:56.639795,Golden Chowkdi,22.34570887978524,73.23551727342958,Auto Rickshaw,Divider,Drunk Driving,Major Injury,Clear,2,Harni,Major Injury accident at Golden Chowkdi involving Auto Rickshaw and Divider. Cause: Drunk Driving.
aa8448d7-b342-47cb-8bf2-9b9838b22f8f,2024-05-28T01:57:35.639795,Padamla,22.379257465404674,73.15051526502003,Auto Rickshaw,Two-Wheeler,Drunk Driving,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Padamla involving Auto Rickshaw and Two-Wheeler. Cause: Drunk Driving.
f5832f85-87f7-4d3a-ac45-5d7a28ba87b8,2025-03-04T17:09:04.639795,Dena Intersection,22.333746725219292,73.25024404448752,Two-Wheeler,Tree,Speeding,Minor Injury,Clear,0,Harni,Minor Injury accident at Dena Intersection involving Two-Wheeler and Tree. Cause: Speeding.
efc68f7b-01bb-489e-97fa-8c83bd81025e,2025-02-09T16:40:42.639795,Golden Chowkdi,22.343604790345175,73.23422761887234,Bus,None,Wrong Side Driving,Fatal,Clear,1,Harni,Fatal accident at Golden Chowkdi involving Bus and None. Cause: Wrong Side Driving.
1035ad1c-ec37-487a-a8a5-506c94a7a13e,2024-10-01T17:07:30.639795,Padamla,22.378185618561282,73.1513885342879,Car,None,Overtaking,Fatal,Clear,3,Vadodara Rural,Fatal accident at Padamla involving Car and None. Cause: Overtaking.
1771608d-6346-433b-9dce-45122a9807d9,2024-04-24T07:48:57.639795,Padamla,22.380496745556684,73.14903395307341,Pedestrian,Truck,Overtaking,Fatal,Clear,3,Vadodara Rural,Fatal accident at Padamla involving Pedestrian and Truck. Cause: Overtaking.
eef5370b-4f2a-418b-9d63-cf9c6427ca1e,2025-11-22T06:27:14.639795,Chhani Jakat Naka,22.353159496041958,73.18457782034511,Bus,Truck,Stray Cattle,Major Injury,Clear,2,Harni,Major Injury accident at Chhani Jakat Naka involving Bus and Truck. Cause: Stray Cattle.
9e88a359-9cf5-4890-a411-b73f1ac487cb,2024-08-06T08:39:30.639795,Chhani Jakat Naka,22.353209245290074,73.18423352248763,Bus,Truck,Speeding,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Chhani Jakat Naka involving Bus and Truck. Cause: Speeding.
b0ce1a33-2b2d-4ae0-b0b9-0133ac39d4d5,2024-09-15T18:01:00.639795,Dena Intersection,22.333822238865014,73.24879203155052,Pedestrian,Truck,Pothole,Property Damage Only,Rainy,0,Harni,Property Damage Only accident at Dena Intersection involving Pedestrian and Truck. Cause: Pothole.
844e4f1d-9559-41da-9c34-dab799a871a4,2024-08-01T20:42:06.639795,Jambuva Bridge,22.22895494917548,73.18856056795606,Auto Rickshaw,Tree,Speeding,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Jambuva Bridge involving Auto Rickshaw and Tree. Cause: Speeding.
c4e253c4-f53a-42a3-9c0a-07f926577556,2025-09-26T03:59:36.639795,Jambuva Bridge,22.228447918942592,73.18806127117253,Auto Rickshaw,Divider,Stray Cattle,Minor Injury,Clear,0,Harni,Minor Injury accident at Jambuva Bridge involving Auto Rickshaw and Divider. Cause: Stray Cattle.
98acc355-2e6e-492e-b952-34b0d3afc526,2026-01-15T19:02:39.639795,Dena Intersection,22.334078344630676,73.24871122653892,Bus,Truck,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Dena Intersection involving Bus and Truck. Cause: Drunk Driving.
f9285104-ccab-466b-91f3-874fba7f6072,2025-10-12T01:06:37.639795,Chhani Jakat Naka,22.355111681536567,73.18494259794896,Bus,Pedestrian,Drunk Driving,Fatal,Clear,1,Harni,Fatal accident at Chhani Jakat Naka involving Bus and Pedestrian. Cause: Drunk Driving.
b4c443dd-6c62-4efc-aab9-944b5ccd4d8c,2025-04-04T07:39:18.639795,Dena Intersection,22.336188053666053,73.24836588758173,Truck,Car,Brake Failure,Major Injury,Clear,2,Harni,Major Injury accident at Dena Intersection involving Truck and Car. Cause: Brake Failure.
3f076beb-9c5b-466f-aec2-972c5c9ae86f,2025-12-19T21:38:46.639795,Padamla,22.378596205613746,73.14846572096823,Car,Divider,Brake Failure,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Padamla involving Car and Divider. Cause: Brake Failure.
bb6a0b66-d372-491c-b8c6-023fd1e2a8bd,2026-01-18T00:25:06.639795,Darjipura,22.331772632486185,73.23933082009687,Bus,Truck,Drunk Driving,Property Damage Only,Clear,0,Harni,Property Damage Only accident at Darjipura involving Bus and Truck. Cause: Drunk Driving.
0a7e81ad-4a94-47d1-9484-daa335d12304,2024-07-12T02:20:33.639795,Dena Intersection,22.33623628624405,73.24941706059002,Car,Auto Rickshaw,Speeding,Major Injury,Clear,2,Harni,Major Injury accident at Dena Intersection involving Car and Auto Rickshaw. Cause: Speeding.
0bba3148-a1a2-4e63-a5f7-92c2aefa7a83,2024-08-21T01:07:59.639795,Kapurai Bridge (NH-48),22.25802501799771,73.21757698253943,Bus,Bus,Drunk Driving,Major Injury,Rainy,1,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Bus and Bus. Cause: Drunk Driving.
4c69a34b-70c7-46ce-b494-9e49bcbde0af,2024-07-08T05:16:38.639795,Chhani Jakat Naka,22.35630897368981,73.18418034240781,Car,Car,Wrong Side Driving,Fatal,Clear,1,Harni,Fatal accident at Chhani Jakat Naka involving Car and Car. Cause: Wrong Side Driving.
7e4e791a-fc6c-4ca6-9bca-6683c3b150c8,2024-05-02T14:20:16.639795,Kapurai Bridge (NH-48),22.256812350801166,73.21700943581625,Auto Rickshaw,None,Stray Cattle,Major Injury,Clear,2,Vadodara Rural,Major Injury accident at Kapurai Bridge (NH-48) involving Auto Rickshaw and None. Cause: Stray Cattle.
7ae5cb4c-a4d5-466b-80e3-740d0c868940,2025-08-05T09:17:44.639795,Tarsali Bridge,22.244043427830224,73.20653623590682,Auto Rickshaw,Pedestrian,Pothole,Minor Injury,Clear,0,Makarpura,Minor Injury accident at Tarsali Bridge involving Auto Rickshaw and Pedestrian. Cause: Pothole.
5761b78c-30b3-4fb7-ab6e-7f48a3bb3c2b,2025-09-20T13:44:08.639795,Tarsali Bridge,22.24391726251183,73.20352536573809,Car,Auto Rickshaw,Drunk Driving,Major Injury,Clear,2,Makarpura,Major Injury accident at Tarsali Bridge involving Car and Auto Rickshaw. Cause: Drunk Driving.
b979d798-f53a-418e-bf12-5f9d6b1dc9ff,2026-01-20T20:16:59.639795,Padamla,22.379258862492,73.15132785840568,Two-Wheeler,Two-Wheeler,Speeding,Minor Injury,Clear,0,Vadodara Rural,Minor Injury accident at Padamla involving Two-Wheeler and Two-Wheeler. Cause: Speeding.
